   1249.78  1.6868E-01  6.7473E-01
   1250.62  1.7203E-01  6.8812E-01
   1251.45  1.7545E-01  7.0181E-01
   1252.29  1.7747E-01  7.0988E-01
   1253.12  1.8110E-01  7.2442E-01
   1253.96  1.8471E-01  7.3883E-01
   1254.79  1.8838E-01  7.5354E-01
   1255.63  2.1236E-01  8.4945E-01
   1256.47  2.1670E-01  8.6680E-01
   1257.31  2.2114E-01  8.8457E-01
   1258.14  2.2568E-01  9.0271E-01
   1258.98  1.6261E-01  6.5043E-01
   1259.82  1.6571E-01  6.6286E-01
   1260.66  1.6888E-01  6.7553E-01
   1261.50  1.2845E-01  5.1379E-01
   1262.34  1.3078E-01  5.2314E-01
   1263.19  1.3316E-01  5.3264E-01
   1264.03  1.3558E-01  5.4231E-01
   1264.87  2.7418E-01  1.0967E+00
   1265.71  2.8027E-01  1.1211E+00
   1266.56  2.8622E-01  1.1449E+00
   1267.40  2.9232E-01  1.1693E+00
   1268.25  2.4758E-01  9.9031E-01
   1269.09  2.5264E-01  1.0106E+00
   1269.94  2.5780E-01  1.0312E+00
   1270.79  2.6307E-01  1.0523E+00
   1271.64  2.6584E-01  1.0634E+00
   1272.48  2.7130E-01  1.0852E+00
   1273.33  2.7688E-01  1.1075E+00
   1274.18  2.8260E-01  1.1304E+00
   1275.03  2.4478E-01  9.7911E-01
   1275.88  2.4964E-01  9.9857E-01
   1276.73  2.5461E-01  1.0184E+00
   1277.58  2.5969E-01  1.0387E+00
   1278.44  1.1573E-01  4.6292E-01
   1279.29  1.1765E-01  4.7061E-01
   1280.14  1.1931E-01  4.7724E-01
   1280.99  1.5345E-01  6.1379E-01
   1281.85  1.5557E-01  6.2226E-01
   1282.70  1.5771E-01  6.3082E-01
   1283.56  1.5986E-01  6.3943E-01
   1284.41  1.6206E-01  6.4826E-01
   1285.27  2.1781E-01  8.7124E-01
   1286.13  2.2074E-01  8.8294E-01
   1286.99  2.2363E-01  8.9452E-01
   1287.84  2.2661E-01  9.0645E-01
   1288.70  4.9368E-01  1.9747E+00
   1289.56  4.9995E-01  1.9998E+00
   1290.42  5.0658E-01  2.0263E+00
   1291.28  5.1290E-01  2.0516E+00
   1292.14  3.4444E-01  1.3778E+00
   1293.01  3.4896E-01  1.3958E+00
   1293.87  3.5348E-01  1.4139E+00
   1294.73  1.5527E-01  6.2108E-01
   1295.59  1.5742E-01  6.2969E-01
   1296.46  1.5960E-01  6.3839E-01
   1297.32  1.6180E-01  6.4722E-01
   1298.19  6.2239E-02  2.4896E-01
   1299.05  6.3173E-02  2.5269E-01
   1299.92  6.4119E-02  2.5648E-01
   1300.79  5.5326E-02  2.2130E-01
   1301.65  5.8938E-02  2.3575E-01
   1302.52  5.9828E-02  2.3931E-01
   1303.39  9.6640E-02  3.8656E-01
   1304.26  9.8039E-02  3.9215E-01
   1305.13  9.9510E-02  3.9804E-01
   1306.00  1.0095E-01  4.0381E-01
   1306.87  3.1837E-01  1.2735E+00
   1307.74  3.2259E-01  1.2904E+00
   1308.62  3.2687E-01  1.3075E+00
   1309.49  3.3121E-01  1.3248E+00
   1310.36  3.3823E-01  1.3529E+00
   1311.23  3.4269E-01  1.3708E+00
   1312.11  3.4720E-01  1.3888E+00
   1312.98  3.5179E-01  1.4072E+00
   1313.86  1.7786E-01  7.1143E-01
   1314.74  1.8032E-01  7.2129E-01
   1315.61  1.8282E-01  7.3126E-01
   1316.49  7.2861E-02  2.9144E-01
   1317.37  7.3954E-02  2.9582E-01
   1318.25  7.5063E-02  3.0025E-01
   1319.13  5.8013E-02  2.3205E-01
   1320.01  5.8900E-02  2.3560E-01
   1320.89  5.5765E-02  2.2306E-01
   1321.77  5.6622E-02  2.2649E-01
   1322.65  6.0265E-02  2.4106E-01
   1323.53  6.1185E-02  2.4474E-01
   1324.41  6.2119E-02  2.4848E-01
   1325.30  6.8736E-02  2.7494E-01
   1326.18  9.0157E-02  3.6063E-01
   1327.06  9.1492E-02  3.6597E-01
   1327.95  1.6610E-01  6.6439E-01
   1328.83  1.6845E-01  6.7378E-01
   1329.72  1.7083E-01  6.8330E-01
   1330.61  2.8652E-01  1.1461E+00
   1331.49  2.9041E-01  1.1616E+00
   1332.38  2.9435E-01  1.1774E+00
   1333.27  2.9951E-01  1.1980E+00
   1334.16  3.0357E-01  1.2143E+00
   1335.05  1.4911E-01  5.9644E-01
   1335.94  1.5124E-01  6.0496E-01
   1336.83  1.5340E-01  6.1359E-01
   1337.72  1.0026E-01  4.0104E-01
   1338.61  1.0174E-01  4.0697E-01
   1339.51  7.3337E-02  2.9335E-01
   1340.40  7.4448E-02  2.9779E-01
   1341.29  7.5575E-02  3.0230E-01
   1342.19  7.5733E-02  3.0293E-01
   1343.08  7.6301E-02  3.0520E-01
   1343.98  7.7454E-02  3.0982E-01
   1344.88  7.8624E-02  3.1450E-01
   1345.77  8.0126E-02  3.2051E-01
   1346.67  8.1954E-02  3.2782E-01
   1347.57  8.4674E-02  3.3870E-01
   1348.47  1.1983E-01  4.7934E-01
   1349.37  1.2159E-01  4.8634E-01
   1350.27  1.2336E-01  4.9344E-01
   1351.17  1.2516E-01  5.0064E-01
   1352.07  1.9701E-01  7.8803E-01
   1352.97  1.9978E-01  7.9911E-01
   1353.87  3.4529E-01  1.3811E+00
   1354.77  3.4991E-01  1.3996E+00
   1355.68  3.5459E-01  1.4184E+00
   1356.58  1.6709E-01  6.6834E-01
   1357.49  1.6947E-01  6.7787E-01
   1358.39  1.7188E-01  6.8753E-01
   1359.30  1.1542E-01  4.6168E-01
   1360.20  1.1712E-01  4.6848E-01
   1361.11  1.1884E-01  4.7537E-01
   1362.02  1.0796E-01  4.3186E-01
   1362.93  1.0576E-01  4.2303E-01
   1363.84  1.0733E-01  4.2931E-01
   1364.75  1.0850E-01  4.3399E-01
   1365.66  1.1011E-01  4.4042E-01
   1366.57  1.1174E-01  4.4694E-01
   1367.48  1.1339E-01  4.5356E-01
   1368.39  1.1509E-01  4.6035E-01
   1369.30  1.1679E-01  4.6715E-01
   1370.22  1.1851E-01  4.7405E-01
   1371.13  1.2050E-01  4.8201E-01
   1372.04  1.2558E-01  5.0232E-01
   1372.96  1.2743E-01  5.0970E-01
   1373.87  1.5614E-01  6.2455E-01
   1374.79  1.5840E-01  6.3360E-01
   1375.71  1.6070E-01  6.4279E-01
   1376.62  2.1615E-01  8.6458E-01
   1377.54  2.1922E-01  8.7687E-01
   1378.46  1.8698E-01  7.4790E-01
   1379.38  1.8966E-01  7.5862E-01
   1380.30  1.9237E-01  7.6947E-01
   1381.22  1.9512E-01  7.8047E-01
   1382.14  1.9790E-01  7.9161E-01
   1383.06  1.6637E-01  6.6548E-01
   1383.99  1.6877E-01  6.7510E-01
   1384.91  1.5007E-01  6.0029E-01
   1385.83  1.5226E-01  6.0903E-01
   1386.76  1.5447E-01  6.1789E-01
   1387.68  1.5619E-01  6.2476E-01
   1388.61  1.5846E-01  6.3383E-01
   1389.53  1.6076E-01  6.4303E-01
   1390.46  1.6308E-01  6.5230E-01
   1391.39  1.6544E-01  6.6175E-01
   1392.31  1.6783E-01  6.7133E-01
   1393.24  1.7026E-01  6.8104E-01
   1394.17  1.7272E-01  6.9088E-01
   1395.10  1.7521E-01  7.0086E-01
   1396.03  1.7776E-01  7.1103E-01
   1396.96  1.8032E-01  7.2128E-01
   1397.89  1.8353E-01  7.3412E-01
   1398.83  1.8617E-01  7.4469E-01
   1399.76  1.9689E-01  7.8755E-01
   1400.69  1.9971E-01  7.9883E-01
   1401.63  2.3122E-01  9.2489E-01
   1402.56  2.3450E-01  9.3799E-01
   1403.50  2.3782E-01  9.5127E-01
   1404.43  2.5607E-01  1.0243E+00
   1405.37  2.5967E-01  1.0387E+00
   1406.31  2.6323E-01  1.0529E+00
   1407.24  2.6702E-01  1.0681E+00
   1408.18  2.3155E-01  9.2620E-01
   1409.12  2.3483E-01  9.3932E-01
   1410.06  2.2381E-01  8.9524E-01
   1411.00  2.2508E-01  9.0030E-01
   1411.94  2.2646E-01  9.0586E-01
   1412.88  2.2968E-01  9.1873E-01
   1413.83  2.3282E-01  9.3129E-01
   1414.77  2.3613E-01  9.4450E-01
   1415.71  2.3947E-01  9.5790E-01
   1416.66  2.4287E-01  9.7147E-01
   1417.60  2.4630E-01  9.8522E-01
   1418.55  2.4979E-01  9.9915E-01
   1419.49  2.5332E-01  1.0133E+00
   1420.44  2.5689E-01  1.0276E+00
