  0.12497842E+004  0.15006825E-007
  0.12506176E+004  0.15293036E-007
  0.12514516E+004  0.15584474E-007
  0.12522861E+004  0.15881231E-007
  0.12531213E+004  0.16183399E-007
  0.12539569E+004  0.16491073E-007
  0.12547931E+004  0.16804348E-007
  0.12556299E+004  0.17123321E-007
  0.12564673E+004  0.17448092E-007
  0.12573052E+004  0.17778760E-007
  0.12581436E+004  0.18115428E-007
  0.12589826E+004  0.18458200E-007
  0.12598222E+004  0.18807181E-007
  0.12606623E+004  0.19162478E-007
  0.12615030E+004  0.19524200E-007
  0.12623443E+004  0.19892458E-007
  0.12631861E+004  0.20267365E-007
  0.12640285E+004  0.20649034E-007
  0.12648714E+004  0.21037583E-007
  0.12657149E+004  0.21433129E-007
  0.12665590E+004  0.21835793E-007
  0.12674036E+004  0.22245696E-007
  0.12682488E+004  0.22662963E-007
  0.12690945E+004  0.23087719E-007
  0.12699409E+004  0.23520093E-007
  0.12707877E+004  0.23960214E-007
  0.12716352E+004  0.24408216E-007
  0.12724832E+004  0.24864232E-007
  0.12733318E+004  0.25328399E-007
  0.12741809E+004  0.25800855E-007
  0.12750306E+004  0.26281743E-007
  0.12758809E+004  0.26771204E-007
  0.12767317E+004  0.27269385E-007
  0.12775832E+004  0.27776434E-007
  0.12784351E+004  0.28292501E-007
  0.12792877E+004  0.28817738E-007
  0.12801408E+004  0.29352301E-007
  0.12809945E+004  0.29896347E-007
  0.12818487E+004  0.30450037E-007
  0.12827036E+004  0.31013534E-007
  0.12835589E+004  0.31587002E-007
  0.12844149E+004  0.32170609E-007
  0.12852714E+004  0.32764527E-007
  0.12861285E+004  0.33368929E-007
  0.12869862E+004  0.33983990E-007
  0.12878445E+004  0.34609891E-007
  0.12887033E+004  0.35246812E-007
  0.12895627E+004  0.35894938E-007
  0.12904226E+004  0.36554457E-007
  0.12912832E+004  0.37225559E-007
  0.12921443E+004  0.37908438E-007
  0.12930060E+004  0.38603291E-007
  0.12938683E+004  0.39310317E-007
  0.12947311E+004  0.40029719E-007
  0.12955945E+004  0.40761704E-007
  0.12964585E+004  0.41506480E-007
  0.12973231E+004  0.42264260E-007
  0.12981882E+004  0.43035261E-007
  0.12990539E+004  0.43819701E-007
  0.12999202E+004  0.44617804E-007
  0.13007871E+004  0.45429796E-007
  0.13016545E+004  0.46255906E-007
  0.13025226E+004  0.47096368E-007
  0.13033912E+004  0.47951419E-007
  0.13042604E+004  0.48821301E-007
  0.13051301E+004  0.49706256E-007
  0.13060005E+004  0.50606535E-007
  0.13068714E+004  0.51522388E-007
  0.13077429E+004  0.52454073E-007
  0.13086150E+004  0.53401849E-007
  0.13094877E+004  0.54365981E-007
  0.13103609E+004  0.55346736E-007
  0.13112348E+004  0.56344387E-007
  0.13121092E+004  0.57359212E-007
  0.13129842E+004  0.58391490E-007
  0.13138598E+004  0.59441507E-007
  0.13147359E+004  0.60509553E-007
  0.13156127E+004  0.61595921E-007
  0.13164900E+004  0.62700911E-007
  0.13173680E+004  0.63824826E-007
  0.13182465E+004  0.64967974E-007
  0.13191256E+004  0.66130666E-007
  0.13200052E+004  0.67313222E-007
  0.13208855E+004  0.68515962E-007
  0.13217664E+004  0.69739215E-007
  0.13226478E+004  0.70983313E-007
  0.13235298E+004  0.72248592E-007
  0.13244125E+004  0.73535396E-007
  0.13252957E+004  0.74844073E-007
  0.13261795E+004  0.76174974E-007
  0.13270638E+004  0.77528459E-007
  0.13279488E+004  0.78904891E-007
  0.13288344E+004  0.80304641E-007
  0.13297205E+004  0.81728082E-007
  0.13306073E+004  0.83175596E-007
  0.13314946E+004  0.84647568E-007
  0.13323826E+004  0.86144392E-007
  0.13332711E+004  0.87666466E-007
  0.13341602E+004  0.89214193E-007
  0.13350499E+004  0.90787985E-007
  0.13359402E+004  0.92388257E-007
  0.13368311E+004  0.94015433E-007
  0.13377226E+004  0.95669941E-007
  0.13386147E+004  0.97352218E-007
  0.13395073E+004  0.99062706E-007
  0.13404006E+004  0.10080185E-006
  0.13412945E+004  0.10257012E-006
  0.13421889E+004  0.10436795E-006
  0.13430840E+004  0.10619584E-006
  0.13439797E+004  0.10805425E-006
  0.13448759E+004  0.10994367E-006
  0.13457728E+004  0.11186458E-006
  0.13466702E+004  0.11381749E-006
  0.13475683E+004  0.11580290E-006
  0.13484669E+004  0.11782132E-006
  0.13493662E+004  0.11987327E-006
  0.13502660E+004  0.12195929E-006
  0.13511665E+004  0.12407991E-006
  0.13520675E+004  0.12623567E-006
  0.13529692E+004  0.12842712E-006
  0.13538714E+004  0.13065483E-006
  0.13547743E+004  0.13291936E-006
  0.13556777E+004  0.13522130E-006
  0.13565818E+004  0.13756122E-006
