# [b'Cross sections for H2CS\nHelgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-26\nPhotodissociation source: Drury+ (1982), Chiang+ (2005)\nPhotoionization source: Kroto+ (1972)\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
 144.5910000       8.36329e-18       8.36329e-18       0.00000e+00
 144.6420000       9.02208e-18       9.02208e-18       0.00000e+00
 144.6930000       9.32951e-18       9.32951e-18       0.00000e+00
 144.7430000       9.63695e-18       9.63695e-18       0.00000e+00
 144.7940000       9.76872e-18       9.76872e-18       0.00000e+00
 144.8450000       9.81262e-18       9.81262e-18       0.00000e+00
 144.8960000       1.04714e-17       1.04714e-17       0.00000e+00
 144.9460000       1.07349e-17       1.07349e-17       0.00000e+00
 144.9970000       1.21403e-17       1.21403e-17       0.00000e+00
 145.0480000       1.22721e-17       1.22721e-17       0.00000e+00
 145.0990000       1.32822e-17       1.32822e-17       0.00000e+00
 145.1490000       1.33701e-17       1.33701e-17       0.00000e+00
 145.2000000       1.35458e-17       1.35458e-17       0.00000e+00
 145.2510000       1.43802e-17       1.43802e-17       0.00000e+00
 145.3010000       1.43363e-17       1.43363e-17       0.00000e+00
 145.3520000       1.38971e-17       1.38971e-17       0.00000e+00
 145.4030000       1.33262e-17       1.33262e-17       0.00000e+00
 145.4540000       1.29309e-17       1.29309e-17       0.00000e+00
 145.5040000       1.21403e-17       1.21403e-17       0.00000e+00
 145.5550000       1.19647e-17       1.19647e-17       0.00000e+00
 145.6060000       1.11741e-17       1.11741e-17       0.00000e+00
 145.6570000       1.11302e-17       1.11302e-17       0.00000e+00
 145.7070000       1.09106e-17       1.09106e-17       0.00000e+00
 145.7580000       1.05153e-17       1.05153e-17       0.00000e+00
 145.8090000       1.05153e-17       1.05153e-17       0.00000e+00
 145.8590000       1.02518e-17       1.02518e-17       0.00000e+00
 145.9100000       1.04714e-17       1.04714e-17       0.00000e+00
 145.9610000       1.13498e-17       1.13498e-17       0.00000e+00
 146.0120000       1.14376e-17       1.14376e-17       0.00000e+00
 146.0620000       1.29748e-17       1.29748e-17       0.00000e+00
 146.1130000       1.50390e-17       1.50390e-17       0.00000e+00
 146.1640000       1.50829e-17       1.50829e-17       0.00000e+00
 146.2140000       1.66201e-17       1.66201e-17       0.00000e+00
 146.2650000       1.67519e-17       1.67519e-17       0.00000e+00
 146.3160000       1.87919e-17       1.87919e-17       0.00000e+00
 146.3670000       1.98263e-17       1.98263e-17       0.00000e+00
 146.4170000       1.84207e-17       1.84207e-17       0.00000e+00
 146.4680000       1.79377e-17       1.79377e-17       0.00000e+00
 146.5190000       1.74985e-17       1.74985e-17       0.00000e+00
 146.5700000       1.62248e-17       1.62248e-17       0.00000e+00
 146.6200000       1.40728e-17       1.40728e-17       0.00000e+00
 146.6710000       1.30626e-17       1.30626e-17       0.00000e+00
 146.7220000       1.21021e-17       1.21021e-17       0.00000e+00
 146.7720000       1.20581e-17       1.20581e-17       0.00000e+00
 146.8230000       1.07995e-17       1.07995e-17       0.00000e+00
 146.8740000       9.90046e-18       9.90046e-18       0.00000e+00
 146.9250000       9.90046e-18       9.90046e-18       0.00000e+00
 146.9750000       9.68087e-18       9.68087e-18       0.00000e+00
 147.0260000       1.02957e-17       1.02957e-17       0.00000e+00
 147.0770000       1.10424e-17       1.10424e-17       0.00000e+00
 147.1280000       1.10863e-17       1.10863e-17       0.00000e+00
 147.1780000       1.23160e-17       1.23160e-17       0.00000e+00
 147.2290000       1.23599e-17       1.23599e-17       0.00000e+00
 147.2800000       1.25795e-17       1.25795e-17       0.00000e+00
 147.3300000       1.20086e-17       1.20086e-17       0.00000e+00
 147.3810000       1.18329e-17       1.18329e-17       0.00000e+00
 147.4320000       1.12620e-17       1.12620e-17       0.00000e+00
 147.4830000       9.86788e-18       9.86788e-18       0.00000e+00
 147.5330000       9.71722e-18       9.71722e-18       0.00000e+00
 147.5840000       9.68087e-18       9.68087e-18       0.00000e+00
 147.6350000       9.76872e-18       9.76872e-18       0.00000e+00
 147.6860000       1.05153e-17       1.05153e-17       0.00000e+00
 147.7360000       1.13498e-17       1.13498e-17       0.00000e+00
 147.7870000       1.16572e-17       1.16572e-17       0.00000e+00
 147.8380000       1.24478e-17       1.24478e-17       0.00000e+00
 147.8880000       1.25356e-17       1.25356e-17       0.00000e+00
 147.9390000       1.30626e-17       1.30626e-17       0.00000e+00
 147.9900000       1.32383e-17       1.32383e-17       0.00000e+00
 148.0410000       1.29309e-17       1.29309e-17       0.00000e+00
 148.0910000       1.27991e-17       1.27991e-17       0.00000e+00
 148.1420000       1.24039e-17       1.24039e-17       0.00000e+00
 148.1930000       1.22282e-17       1.22282e-17       0.00000e+00
 148.2440000       1.18768e-17       1.18768e-17       0.00000e+00
 148.2940000       1.11741e-17       1.11741e-17       0.00000e+00
 148.3450000       1.11302e-17       1.11302e-17       0.00000e+00
 148.3960000       1.09984e-17       1.09984e-17       0.00000e+00
 148.4460000       1.07349e-17       1.07349e-17       0.00000e+00
 148.4970000       1.06471e-17       1.06471e-17       0.00000e+00
 148.5480000       1.04275e-17       1.04275e-17       0.00000e+00
 148.5990000       1.04275e-17       1.04275e-17       0.00000e+00
 148.6490000       1.02957e-17       1.02957e-17       0.00000e+00
 148.7000000       1.02518e-17       1.02518e-17       0.00000e+00
 148.7510000       1.01201e-17       1.01201e-17       0.00000e+00
 148.8020000       1.01201e-17       1.01201e-17       0.00000e+00
 148.8520000       1.02518e-17       1.02518e-17       0.00000e+00
 148.9030000       1.02518e-17       1.02518e-17       0.00000e+00
 148.9540000       1.09106e-17       1.09106e-17       0.00000e+00
 149.0040000       1.18768e-17       1.18768e-17       0.00000e+00
 149.0550000       1.20086e-17       1.20086e-17       0.00000e+00
 149.1060000       1.31066e-17       1.31066e-17       0.00000e+00
 149.1570000       1.60492e-17       1.60492e-17       0.00000e+00
 149.2070000       1.64883e-17       1.64883e-17       0.00000e+00
 149.2580000       1.77620e-17       1.77620e-17       0.00000e+00
 149.3090000       1.81133e-17       1.81133e-17       0.00000e+00
 149.3600000       1.89040e-17       1.89040e-17       0.00000e+00
 149.4100000       2.14511e-17       2.14511e-17       0.00000e+00
 149.4610000       2.14511e-17       2.14511e-17       0.00000e+00
 149.5120000       2.14511e-17       2.14511e-17       0.00000e+00
 149.5620000       2.12755e-17       2.12755e-17       0.00000e+00
 149.6130000       2.11877e-17       2.11877e-17       0.00000e+00
 149.6640000       2.39546e-17       2.39546e-17       0.00000e+00
 149.7150000       2.39546e-17       2.39546e-17       0.00000e+00
 149.7650000       3.00154e-17       3.00154e-17       0.00000e+00
 149.8160000       3.06743e-17       3.06743e-17       0.00000e+00
 149.8670000       3.19479e-17       3.19479e-17       0.00000e+00
 149.9180000       3.20358e-17       3.20358e-17       0.00000e+00
 149.9680000       3.55932e-17       3.55932e-17       0.00000e+00
 150.0190000       3.55932e-17       3.55932e-17       0.00000e+00
 150.0700000       3.33973e-17       3.33973e-17       0.00000e+00
 150.1200000       3.24310e-17       3.24310e-17       0.00000e+00
 150.1710000       2.82588e-17       2.82588e-17       0.00000e+00
 150.2220000       2.41743e-17       2.41743e-17       0.00000e+00
 150.2730000       2.34277e-17       2.34277e-17       0.00000e+00
 150.3230000       2.15390e-17       2.15390e-17       0.00000e+00
 150.3740000       1.92660e-17       1.92660e-17       0.00000e+00
 150.4250000       1.80771e-17       1.80771e-17       0.00000e+00
 150.4760000       1.78498e-17       1.78498e-17       0.00000e+00
 150.5260000       1.50390e-17       1.50390e-17       0.00000e+00
 150.5770000       1.43363e-17       1.43363e-17       0.00000e+00
 150.6280000       1.32383e-17       1.32383e-17       0.00000e+00
 150.6780000       1.11741e-17       1.11741e-17       0.00000e+00
 150.7290000       1.10424e-17       1.10424e-17       0.00000e+00
 150.7800000       9.28560e-18       9.28560e-18       0.00000e+00
 150.8310000       8.53897e-18       8.53897e-18       0.00000e+00
 150.8810000       8.53897e-18       8.53897e-18       0.00000e+00
 150.9320000       7.48491e-18       7.48491e-18       0.00000e+00
 150.9830000       7.30924e-18       7.30924e-18       0.00000e+00
 151.0340000       7.22140e-18       7.22140e-18       0.00000e+00
 151.0840000       7.13356e-18       7.13356e-18       0.00000e+00
 151.1350000       7.00179e-18       7.00179e-18       0.00000e+00
 151.1860000       7.00179e-18       7.00179e-18       0.00000e+00
 151.2360000       7.00179e-18       7.00179e-18       0.00000e+00
 151.2870000       7.00179e-18       7.00179e-18       0.00000e+00
 151.3380000       6.87005e-18       6.87005e-18       0.00000e+00
 151.3890000       6.78221e-18       6.78221e-18       0.00000e+00
 151.4390000       6.73829e-18       6.73829e-18       0.00000e+00
 151.4900000       6.51868e-18       6.51868e-18       0.00000e+00
 151.5410000       6.51868e-18       6.51868e-18       0.00000e+00
 151.5920000       6.51868e-18       6.51868e-18       0.00000e+00
 151.6420000       6.73829e-18       6.73829e-18       0.00000e+00
 151.6930000       6.73829e-18       6.73829e-18       0.00000e+00
 151.7440000       6.82613e-18       6.82613e-18       0.00000e+00
 151.7940000       6.73829e-18       6.73829e-18       0.00000e+00
 151.8450000       6.91395e-18       6.91395e-18       0.00000e+00
 151.8960000       7.92410e-18       7.92410e-18       0.00000e+00
 151.9470000       8.05586e-18       8.05586e-18       0.00000e+00
 151.9970000       8.93424e-18       8.93424e-18       0.00000e+00
 152.0480000       8.97816e-18       8.97816e-18       0.00000e+00
 152.0990000       9.28560e-18       9.28560e-18       0.00000e+00
 152.1500000       9.32951e-18       9.32951e-18       0.00000e+00
 152.2000000       9.94438e-18       9.94438e-18       0.00000e+00
 152.2510000       9.59303e-18       9.59303e-18       0.00000e+00
 152.3020000       8.97816e-18       8.97816e-18       0.00000e+00
 152.3520000       8.97816e-18       8.97816e-18       0.00000e+00
 152.4030000       8.58289e-18       8.58289e-18       0.00000e+00
 152.4540000       8.58289e-18       8.58289e-18       0.00000e+00
 152.5050000       8.58289e-18       8.58289e-18       0.00000e+00
 152.5550000       8.58289e-18       8.58289e-18       0.00000e+00
 152.6060000       8.75857e-18       8.75857e-18       0.00000e+00
 152.6570000       8.97816e-18       8.97816e-18       0.00000e+00
 152.7080000       9.02208e-18       9.02208e-18       0.00000e+00
 152.7580000       9.45250e-18       9.45250e-18       0.00000e+00
 152.8090000       9.67385e-18       9.67385e-18       0.00000e+00
 152.8600000       9.94438e-18       9.94438e-18       0.00000e+00
 152.9100000       1.07349e-17       1.07349e-17       0.00000e+00
 152.9610000       1.22721e-17       1.22721e-17       0.00000e+00
 153.0120000       1.40289e-17       1.40289e-17       0.00000e+00
 153.0630000       1.43363e-17       1.43363e-17       0.00000e+00
 153.1130000       1.54782e-17       1.54782e-17       0.00000e+00
 153.1640000       1.64883e-17       1.64883e-17       0.00000e+00
 153.2150000       1.79816e-17       1.79816e-17       0.00000e+00
 153.2660000       1.84648e-17       1.84648e-17       0.00000e+00
 153.3160000       2.00458e-17       2.00458e-17       0.00000e+00
 153.3670000       2.11877e-17       2.11877e-17       0.00000e+00
 153.4180000       2.08803e-17       2.08803e-17       0.00000e+00
 153.4680000       2.03971e-17       2.03971e-17       0.00000e+00
 153.5190000       1.97383e-17       1.97383e-17       0.00000e+00
 153.5700000       1.87281e-17       1.87281e-17       0.00000e+00
 153.6210000       1.81133e-17       1.81133e-17       0.00000e+00
 153.6710000       1.78059e-17       1.78059e-17       0.00000e+00
 153.7220000       1.60931e-17       1.60931e-17       0.00000e+00
 153.7730000       1.53464e-17       1.53464e-17       0.00000e+00
 153.8240000       1.44681e-17       1.44681e-17       0.00000e+00
 153.8740000       1.32822e-17       1.32822e-17       0.00000e+00
 153.9250000       1.31944e-17       1.31944e-17       0.00000e+00
 153.9760000       1.22282e-17       1.22282e-17       0.00000e+00
 154.0260000       1.13059e-17       1.13059e-17       0.00000e+00
 154.0770000       1.11741e-17       1.11741e-17       0.00000e+00
 154.1280000       1.07349e-17       1.07349e-17       0.00000e+00
 154.1790000       1.06910e-17       1.06910e-17       0.00000e+00
 154.2290000       1.08667e-17       1.08667e-17       0.00000e+00
 154.2800000       1.20525e-17       1.20525e-17       0.00000e+00
 154.3310000       1.20964e-17       1.20964e-17       0.00000e+00
 154.3820000       1.21403e-17       1.21403e-17       0.00000e+00
 154.4320000       1.21403e-17       1.21403e-17       0.00000e+00
 154.4830000       1.21403e-17       1.21403e-17       0.00000e+00
 154.5340000       1.19647e-17       1.19647e-17       0.00000e+00
 154.5840000       1.16133e-17       1.16133e-17       0.00000e+00
 154.6350000       1.04714e-17       1.04714e-17       0.00000e+00
 154.6860000       1.01201e-17       1.01201e-17       0.00000e+00
 154.7370000       9.81262e-18       9.81262e-18       0.00000e+00
 154.7870000       9.68087e-18       9.68087e-18       0.00000e+00
 154.8380000       9.37343e-18       9.37343e-18       0.00000e+00
 154.8890000       9.15384e-18       9.15384e-18       0.00000e+00
 154.9400000       9.02208e-18       9.02208e-18       0.00000e+00
 154.9900000       8.75857e-18       8.75857e-18       0.00000e+00
 155.0410000       8.75857e-18       8.75857e-18       0.00000e+00
 155.0920000       8.75857e-18       8.75857e-18       0.00000e+00
 155.1420000       8.80249e-18       8.80249e-18       0.00000e+00
 155.1930000       8.67073e-18       8.67073e-18       0.00000e+00
 155.2440000       8.62681e-18       8.62681e-18       0.00000e+00
 155.2950000       8.40721e-18       8.40721e-18       0.00000e+00
 155.3450000       8.45113e-18       8.45113e-18       0.00000e+00
 155.3960000       8.89032e-18       8.89032e-18       0.00000e+00
 155.4470000       9.06600e-18       9.06600e-18       0.00000e+00
 155.4980000       9.06600e-18       9.06600e-18       0.00000e+00
 155.5480000       9.10992e-18       9.10992e-18       0.00000e+00
 155.5990000       9.10992e-18       9.10992e-18       0.00000e+00
 155.6500000       9.02208e-18       9.02208e-18       0.00000e+00
 155.7000000       8.89032e-18       8.89032e-18       0.00000e+00
 155.7510000       8.58289e-18       8.58289e-18       0.00000e+00
 155.8020000       8.58289e-18       8.58289e-18       0.00000e+00
 155.8530000       9.32951e-18       9.32951e-18       0.00000e+00
 155.9030000       9.46127e-18       9.46127e-18       0.00000e+00
 155.9540000       1.09106e-17       1.09106e-17       0.00000e+00
 156.0050000       1.52586e-17       1.52586e-17       0.00000e+00
 156.0560000       1.54782e-17       1.54782e-17       0.00000e+00
 156.1060000       2.18465e-17       2.18465e-17       0.00000e+00
 156.1570000       2.23736e-17       2.23736e-17       0.00000e+00
 156.2080000       2.34277e-17       2.34277e-17       0.00000e+00
 156.2580000       2.79226e-17       2.79226e-17       0.00000e+00
 156.3090000       2.79766e-17       2.79766e-17       0.00000e+00
 156.3600000       2.69850e-17       2.69850e-17       0.00000e+00
 156.4110000       2.65458e-17       2.65458e-17       0.00000e+00
 156.4610000       2.36472e-17       2.36472e-17       0.00000e+00
 156.5120000       2.13634e-17       2.13634e-17       0.00000e+00
 156.5630000       1.83330e-17       1.83330e-17       0.00000e+00
 156.6140000       1.81133e-17       1.81133e-17       0.00000e+00
 156.6640000       1.46437e-17       1.46437e-17       0.00000e+00
 156.7150000       1.17012e-17       1.17012e-17       0.00000e+00
 156.7660000       1.13937e-17       1.13937e-17       0.00000e+00
 156.8160000       1.01640e-17       1.01640e-17       0.00000e+00
 156.8670000       9.85654e-18       9.85654e-18       0.00000e+00
 156.9180000       9.46127e-18       9.46127e-18       0.00000e+00
 156.9690000       9.37343e-18       9.37343e-18       0.00000e+00
 157.0190000       9.24168e-18       9.24168e-18       0.00000e+00
 157.0700000       9.10992e-18       9.10992e-18       0.00000e+00
 157.1210000       9.10992e-18       9.10992e-18       0.00000e+00
 157.1720000       9.06600e-18       9.06600e-18       0.00000e+00
 157.2220000       9.06600e-18       9.06600e-18       0.00000e+00
 157.2730000       8.80249e-18       8.80249e-18       0.00000e+00
 157.3240000       8.80249e-18       8.80249e-18       0.00000e+00
 157.3740000       8.40721e-18       8.40721e-18       0.00000e+00
 157.4250000       8.27546e-18       8.27546e-18       0.00000e+00
 157.4760000       8.05586e-18       8.05586e-18       0.00000e+00
 157.5270000       7.74843e-18       7.74843e-18       0.00000e+00
 157.5770000       8.27546e-18       8.27546e-18       0.00000e+00
 157.6280000       8.67073e-18       8.67073e-18       0.00000e+00
 157.6790000       8.80249e-18       8.80249e-18       0.00000e+00
 157.7300000       8.84640e-18       8.84640e-18       0.00000e+00
 157.7800000       9.02208e-18       9.02208e-18       0.00000e+00
 157.8310000       9.15384e-18       9.15384e-18       0.00000e+00
 157.8820000       8.71465e-18       8.71465e-18       0.00000e+00
 157.9320000       8.62681e-18       8.62681e-18       0.00000e+00
 157.9830000       8.36329e-18       8.36329e-18       0.00000e+00
 158.0340000       7.61667e-18       7.61667e-18       0.00000e+00
 158.0850000       7.61667e-18       7.61667e-18       0.00000e+00
 158.1350000       7.26532e-18       7.26532e-18       0.00000e+00
 158.1860000       7.08964e-18       7.08964e-18       0.00000e+00
 158.2370000       7.08964e-18       7.08964e-18       0.00000e+00
 158.2880000       7.08964e-18       7.08964e-18       0.00000e+00
 158.3380000       7.13356e-18       7.13356e-18       0.00000e+00
 158.3890000       7.39706e-18       7.39706e-18       0.00000e+00
 158.4400000       7.44098e-18       7.44098e-18       0.00000e+00
 158.4900000       7.22140e-18       7.22140e-18       0.00000e+00
 158.5410000       6.91395e-18       6.91395e-18       0.00000e+00
 158.5920000       6.73829e-18       6.73829e-18       0.00000e+00
 158.6430000       6.47476e-18       6.47476e-18       0.00000e+00
 158.6930000       6.38694e-18       6.38694e-18       0.00000e+00
 158.7440000       5.85991e-18       5.85991e-18       0.00000e+00
 158.7950000       5.90383e-18       5.90383e-18       0.00000e+00
 158.8460000       6.34302e-18       6.34302e-18       0.00000e+00
 158.8960000       6.65045e-18       6.65045e-18       0.00000e+00
 158.9470000       6.82613e-18       6.82613e-18       0.00000e+00
 158.9980000       7.13356e-18       7.13356e-18       0.00000e+00
 159.0480000       7.57275e-18       7.57275e-18       0.00000e+00
 159.0990000       7.83627e-18       7.83627e-18       0.00000e+00
 159.1500000       7.88017e-18       7.88017e-18       0.00000e+00
 159.2010000       7.79235e-18       7.79235e-18       0.00000e+00
 159.2510000       7.70451e-18       7.70451e-18       0.00000e+00
 159.3020000       7.08964e-18       7.08964e-18       0.00000e+00
 159.3530000       6.73829e-18       6.73829e-18       0.00000e+00
 159.4040000       6.47476e-18       6.47476e-18       0.00000e+00
 159.4540000       5.99165e-18       5.99165e-18       0.00000e+00
 159.5050000       5.68422e-18       5.68422e-18       0.00000e+00
 159.5560000       5.37680e-18       5.37680e-18       0.00000e+00
 159.6060000       4.67408e-18       4.67408e-18       0.00000e+00
 159.6570000       4.41058e-18       4.41058e-18       0.00000e+00
 159.7080000       3.88354e-18       3.88354e-18       0.00000e+00
 159.7590000       3.62002e-18       3.62002e-18       0.00000e+00
 159.8090000       3.48826e-18       3.48826e-18       0.00000e+00
 159.8600000       3.22475e-18       3.22475e-18       0.00000e+00
 159.9110000       2.87340e-18       2.87340e-18       0.00000e+00
 159.9620000       2.78556e-18       2.78556e-18       0.00000e+00
 160.0120000       2.60988e-18       2.60988e-18       0.00000e+00
 160.0630000       2.60988e-18       2.60988e-18       0.00000e+00
 160.1140000       2.47813e-18       2.47813e-18       0.00000e+00
 160.1640000       2.47813e-18       2.47813e-18       0.00000e+00
 160.2150000       2.47813e-18       2.47813e-18       0.00000e+00
 160.2660000       2.47813e-18       2.47813e-18       0.00000e+00
 160.3170000       2.47813e-18       2.47813e-18       0.00000e+00
 160.3670000       2.47813e-18       2.47813e-18       0.00000e+00
 160.4180000       2.39029e-18       2.39029e-18       0.00000e+00
 160.4690000       2.34637e-18       2.34637e-18       0.00000e+00
 160.5200000       2.34637e-18       2.34637e-18       0.00000e+00
 160.5700000       2.34637e-18       2.34637e-18       0.00000e+00
 160.6210000       2.34637e-18       2.34637e-18       0.00000e+00
 160.6720000       2.34637e-18       2.34637e-18       0.00000e+00
 160.7220000       2.34637e-18       2.34637e-18       0.00000e+00
 160.7730000       2.34637e-18       2.34637e-18       0.00000e+00
 160.8240000       2.39029e-18       2.39029e-18       0.00000e+00
 160.8750000       2.43421e-18       2.43421e-18       0.00000e+00
 160.9250000       2.56596e-18       2.56596e-18       0.00000e+00
 160.9760000       2.69772e-18       2.69772e-18       0.00000e+00
 161.0270000       2.87340e-18       2.87340e-18       0.00000e+00
 161.0780000       3.04907e-18       3.04907e-18       0.00000e+00
 161.1280000       3.09299e-18       3.09299e-18       0.00000e+00
 161.1790000       3.13691e-18       3.13691e-18       0.00000e+00
 161.2300000       3.31259e-18       3.31259e-18       0.00000e+00
 161.2800000       3.53218e-18       3.53218e-18       0.00000e+00
 161.3310000       3.57610e-18       3.57610e-18       0.00000e+00
 161.3820000       3.66394e-18       3.66394e-18       0.00000e+00
 161.4330000       3.83962e-18       3.83962e-18       0.00000e+00
 161.4830000       3.88354e-18       3.88354e-18       0.00000e+00
 161.5340000       4.01529e-18       4.01529e-18       0.00000e+00
 161.5850000       4.10313e-18       4.10313e-18       0.00000e+00
 161.6360000       4.19097e-18       4.19097e-18       0.00000e+00
 161.6860000       4.14705e-18       4.14705e-18       0.00000e+00
 161.7370000       4.10313e-18       4.10313e-18       0.00000e+00
 161.7880000       4.01529e-18       4.01529e-18       0.00000e+00
 161.8380000       3.79570e-18       3.79570e-18       0.00000e+00
 161.8890000       3.75178e-18       3.75178e-18       0.00000e+00
 161.9400000       3.66394e-18       3.66394e-18       0.00000e+00
 161.9910000       3.57610e-18       3.57610e-18       0.00000e+00
 162.0410000       3.04907e-18       3.04907e-18       0.00000e+00
 162.0920000       2.82948e-18       2.82948e-18       0.00000e+00
 162.1430000       2.74164e-18       2.74164e-18       0.00000e+00
 162.1940000       2.65380e-18       2.65380e-18       0.00000e+00
 162.2440000       2.56596e-18       2.56596e-18       0.00000e+00
 162.2950000       2.21461e-18       2.21461e-18       0.00000e+00
 162.3460000       2.34637e-18       2.34637e-18       0.00000e+00
 162.3960000       2.56596e-18       2.56596e-18       0.00000e+00
 162.4470000       2.69772e-18       2.69772e-18       0.00000e+00
 162.4980000       3.09299e-18       3.09299e-18       0.00000e+00
 162.5490000       3.40043e-18       3.40043e-18       0.00000e+00
 162.5990000       3.53218e-18       3.53218e-18       0.00000e+00
 162.6500000       3.97137e-18       3.97137e-18       0.00000e+00
 162.7010000       3.97137e-18       3.97137e-18       0.00000e+00
 162.7520000       4.14705e-18       4.14705e-18       0.00000e+00
 162.8020000       4.63016e-18       4.63016e-18       0.00000e+00
 162.8530000       4.84977e-18       4.84977e-18       0.00000e+00
 162.9040000       4.89369e-18       4.89369e-18       0.00000e+00
 162.9540000       5.24503e-18       5.24503e-18       0.00000e+00
 163.0050000       5.33288e-18       5.33288e-18       0.00000e+00
 163.0560000       5.81599e-18       5.81599e-18       0.00000e+00
 163.1070000       6.07949e-18       6.07949e-18       0.00000e+00
 163.1570000       6.38694e-18       6.38694e-18       0.00000e+00
 163.2080000       6.65045e-18       6.65045e-18       0.00000e+00
 163.2590000       6.73829e-18       6.73829e-18       0.00000e+00
 163.3100000       6.21126e-18       6.21126e-18       0.00000e+00
 163.3600000       5.85991e-18       5.85991e-18       0.00000e+00
 163.4110000       5.77207e-18       5.77207e-18       0.00000e+00
 163.4620000       5.55246e-18       5.55246e-18       0.00000e+00
 163.5120000       4.89369e-18       4.89369e-18       0.00000e+00
 163.5630000       4.14705e-18       4.14705e-18       0.00000e+00
 163.6140000       3.66394e-18       3.66394e-18       0.00000e+00
 163.6650000       3.53218e-18       3.53218e-18       0.00000e+00
 163.7150000       3.40043e-18       3.40043e-18       0.00000e+00
 163.7660000       3.13691e-18       3.13691e-18       0.00000e+00
 163.8170000       3.04907e-18       3.04907e-18       0.00000e+00
 163.8680000       3.00515e-18       3.00515e-18       0.00000e+00
 163.9180000       2.74164e-18       2.74164e-18       0.00000e+00
 163.9690000       2.74164e-18       2.74164e-18       0.00000e+00
 164.0200000       2.69772e-18       2.69772e-18       0.00000e+00
 164.0700000       2.74164e-18       2.74164e-18       0.00000e+00
 164.1210000       2.96124e-18       2.96124e-18       0.00000e+00
 164.1720000       3.22475e-18       3.22475e-18       0.00000e+00
 164.2230000       3.35651e-18       3.35651e-18       0.00000e+00
 164.2730000       4.27881e-18       4.27881e-18       0.00000e+00
 164.3240000       4.71800e-18       4.71800e-18       0.00000e+00
 164.3750000       4.98151e-18       4.98151e-18       0.00000e+00
 164.4260000       5.20111e-18       5.20111e-18       0.00000e+00
 164.4760000       5.77207e-18       5.77207e-18       0.00000e+00
 164.5270000       6.16734e-18       6.16734e-18       0.00000e+00
 164.5780000       6.69437e-18       6.69437e-18       0.00000e+00
 164.6280000       7.44098e-18       7.44098e-18       0.00000e+00
 164.6790000       7.44098e-18       7.44098e-18       0.00000e+00
 164.7300000       8.89032e-18       8.89032e-18       0.00000e+00
 164.7810000       9.32951e-18       9.32951e-18       0.00000e+00
 164.8310000       9.50519e-18       9.50519e-18       0.00000e+00
 164.8820000       1.10863e-17       1.10863e-17       0.00000e+00
 164.9330000       1.21843e-17       1.21843e-17       0.00000e+00
 164.9840000       1.29748e-17       1.29748e-17       0.00000e+00
 165.0340000       1.37653e-17       1.37653e-17       0.00000e+00
 165.0850000       1.50390e-17       1.50390e-17       0.00000e+00
 165.1360000       1.64005e-17       1.64005e-17       0.00000e+00
 165.1860000       1.89040e-17       1.89040e-17       0.00000e+00
 165.2370000       1.90796e-17       1.90796e-17       0.00000e+00
 165.2880000       1.94748e-17       1.94748e-17       0.00000e+00
 165.3390000       2.05288e-17       2.05288e-17       0.00000e+00
 165.3890000       1.98263e-17       1.98263e-17       0.00000e+00
 165.4400000       1.79816e-17       1.79816e-17       0.00000e+00
 165.4910000       1.79377e-17       1.79377e-17       0.00000e+00
 165.5420000       1.64005e-17       1.64005e-17       0.00000e+00
 165.5920000       1.51708e-17       1.51708e-17       0.00000e+00
 165.6430000       1.36775e-17       1.36775e-17       0.00000e+00
 165.6940000       1.26235e-17       1.26235e-17       0.00000e+00
 165.7440000       1.03396e-17       1.03396e-17       0.00000e+00
 165.7950000       9.19776e-18       9.19776e-18       0.00000e+00
 165.8460000       8.27546e-18       8.27546e-18       0.00000e+00
 165.8970000       8.09978e-18       8.09978e-18       0.00000e+00
 165.9470000       7.26532e-18       7.26532e-18       0.00000e+00
 165.9980000       6.60653e-18       6.60653e-18       0.00000e+00
 166.0490000       6.43084e-18       6.43084e-18       0.00000e+00
 166.1000000       6.25518e-18       6.25518e-18       0.00000e+00
 166.1500000       6.03557e-18       6.03557e-18       0.00000e+00
 166.2010000       6.03557e-18       6.03557e-18       0.00000e+00
 166.2520000       6.07949e-18       6.07949e-18       0.00000e+00
 166.3020000       6.29910e-18       6.29910e-18       0.00000e+00
 166.3530000       6.34302e-18       6.34302e-18       0.00000e+00
 166.4040000       6.29910e-18       6.29910e-18       0.00000e+00
 166.4550000       6.25518e-18       6.25518e-18       0.00000e+00
 166.5050000       6.12341e-18       6.12341e-18       0.00000e+00
 166.5560000       6.12341e-18       6.12341e-18       0.00000e+00
 166.6070000       6.07949e-18       6.07949e-18       0.00000e+00
 166.6580000       6.07949e-18       6.07949e-18       0.00000e+00
 166.7080000       6.07949e-18       6.07949e-18       0.00000e+00
 166.7590000       6.07949e-18       6.07949e-18       0.00000e+00
 166.8100000       6.07949e-18       6.07949e-18       0.00000e+00
 166.8600000       5.77207e-18       5.77207e-18       0.00000e+00
 166.9110000       5.68422e-18       5.68422e-18       0.00000e+00
 166.9620000       5.28896e-18       5.28896e-18       0.00000e+00
 167.0130000       5.24503e-18       5.24503e-18       0.00000e+00
 167.0630000       5.20111e-18       5.20111e-18       0.00000e+00
 167.1140000       5.06935e-18       5.06935e-18       0.00000e+00
