# [b'Cross sections for H2CS\nHelgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-26\nPhotodissociation source: Drury+ (1982), Chiang+ (2005)\nPhotoionization source: Kroto+ (1972)\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
 111.4050191       3.56605e-17       1.42932e-17       2.13673e-17
 111.5192519       3.56875e-17       1.43202e-17       2.13673e-17
 111.6347243       3.57148e-17       1.43476e-17       2.13673e-17
 111.7494289       3.57420e-17       1.43747e-17       2.13673e-17
 111.8643694       3.57692e-17       1.44019e-17       2.13673e-17
 111.9805580       3.57967e-17       1.44294e-17       2.13673e-17
 112.0959748       3.58240e-17       1.44567e-17       2.13673e-17
 112.2126452       3.58516e-17       1.44843e-17       2.13673e-17
 112.3285411       3.58790e-17       1.45117e-17       2.13673e-17
 112.4446767       3.59065e-17       1.45392e-17       2.13673e-17
 112.5620745       3.59343e-17       1.45670e-17       2.13673e-17
 112.6786937       3.59619e-17       1.45946e-17       2.13673e-17
 112.7955548       3.59895e-17       1.46222e-17       2.13673e-17
 112.9136868       3.60175e-17       1.46502e-17       2.13673e-17
 113.0310361       3.60452e-17       1.46780e-17       2.13673e-17
 113.1486296       3.60731e-17       1.47058e-17       2.13673e-17
 113.2675027       3.61012e-17       1.47339e-17       2.13673e-17
 113.3855890       3.61291e-17       1.47619e-17       2.13673e-17
 113.5039217       3.61571e-17       1.47899e-17       2.13673e-17
 113.6235430       3.61854e-17       1.48182e-17       2.13673e-17
 113.7423731       3.62135e-17       1.48463e-17       2.13673e-17
 113.8624978       3.62420e-17       1.48747e-17       2.13673e-17
 113.9818286       3.62702e-17       1.49029e-17       2.13673e-17
 114.1014097       3.62985e-17       1.49312e-17       2.13673e-17
 114.2222943       3.63271e-17       1.49598e-17       2.13673e-17
 114.3423809       3.63555e-17       1.49883e-17       2.13673e-17
 114.4627202       3.63840e-17       1.50167e-17       2.13673e-17
 114.5843720       3.64128e-17       1.50455e-17       2.13673e-17
 114.7052214       3.64414e-17       1.50741e-17       2.13673e-17
 114.8263261       3.64700e-17       1.51028e-17       2.13673e-17
 114.9487524       3.64990e-17       1.51317e-17       2.13673e-17
 115.0703721       3.65278e-17       1.51605e-17       2.13673e-17
 115.1933197       3.65569e-17       1.51896e-17       2.13673e-17
 115.3154577       3.65858e-17       1.52185e-17       2.13673e-17
 115.4378551       3.66147e-17       1.52475e-17       2.13673e-17
 115.5615896       3.66440e-17       1.52768e-17       2.13673e-17
 115.6845102       3.66731e-17       1.53058e-17       2.13673e-17
 115.8076927       3.67022e-17       1.53350e-17       2.13673e-17
 115.9322217       3.67317e-17       1.53645e-17       2.13673e-17
 116.0559325       3.67610e-17       1.53937e-17       2.13673e-17
 116.1799076       3.67903e-17       1.54231e-17       2.13673e-17
 116.3052389       3.68200e-17       1.54527e-17       2.13673e-17
 116.4297475       3.68494e-17       1.54822e-17       2.13673e-17
 116.5556187       3.68792e-17       1.55120e-17       2.13673e-17
 116.6806643       3.69088e-17       1.55416e-17       2.13673e-17
 116.8059784       3.69385e-17       1.55712e-17       2.13673e-17
 116.9326648       3.69684e-17       1.56012e-17       2.13673e-17
 117.0585211       3.69982e-17       1.56310e-17       2.13673e-17
 117.1846487       3.70281e-17       1.56608e-17       2.13673e-17
 117.3121583       3.70582e-17       1.56910e-17       2.13673e-17
 117.4388333       3.70882e-17       1.57210e-17       2.13673e-17
 117.5657821       3.71183e-17       1.57510e-17       2.13673e-17
 117.6941230       3.71486e-17       1.57814e-17       2.13673e-17
 117.8216247       3.71788e-17       1.58115e-17       2.13673e-17
 117.9505250       3.72093e-17       1.58420e-17       2.13673e-17
 118.0785831       3.72396e-17       1.58723e-17       2.13673e-17
 118.2069196       3.72700e-17       1.59027e-17       2.13673e-17
 118.3366648       3.73007e-17       1.59334e-17       2.13673e-17
 118.4655633       3.73312e-17       1.59639e-17       2.13673e-17
 118.5947428       3.73617e-17       1.59945e-17       2.13673e-17
 118.7253412       3.73926e-17       1.60254e-17       2.13673e-17
 118.8550882       3.74233e-17       1.60561e-17       2.13673e-17
 118.9851191       3.74541e-17       1.60868e-17       2.13673e-17
 119.1165793       3.74852e-17       1.61179e-17       2.13673e-17
 119.2471833       3.75161e-17       1.61489e-17       2.13673e-17
 119.3780740       3.75471e-17       1.61798e-17       2.13673e-17
 119.5104043       3.75784e-17       1.62111e-17       2.13673e-17
 119.6418738       3.76095e-17       1.62422e-17       2.13673e-17
 119.7747900       3.76410e-17       1.62737e-17       2.13673e-17
 119.9068421       3.76722e-17       1.63049e-17       2.13673e-17
 120.0391858       3.77035e-17       1.63363e-17       2.13673e-17
 120.1729867       3.77352e-17       1.63679e-17       2.13673e-17
 120.3059188       3.77666e-17       1.63994e-17       2.13673e-17
 120.4391454       3.77982e-17       1.64309e-17       2.13673e-17
 120.5738399       3.78300e-17       1.64628e-17       2.13673e-17
 120.7076609       3.78617e-17       1.64944e-17       2.13673e-17
 120.8417792       3.78934e-17       1.65262e-17       2.13673e-17
 120.9773763       3.79255e-17       1.65583e-17       2.13673e-17
 121.1120950       3.79574e-17       1.65901e-17       2.13673e-17
 121.2482997       3.79896e-17       1.66224e-17       2.13673e-17
 121.3836228       3.80216e-17       1.66544e-17       2.13673e-17
 121.5192483       3.80537e-17       1.66865e-17       2.13673e-17
 121.6563709       3.80862e-17       1.67189e-17       2.13673e-17
 121.7926069       3.81184e-17       1.67512e-17       2.13673e-17
 121.9291484       3.81507e-17       1.67835e-17       2.13673e-17
 122.0671982       3.81834e-17       1.68161e-17       2.13673e-17
 122.2043564       3.82158e-17       1.68486e-17       2.13673e-17
 122.3418232       3.82484e-17       1.68811e-17       2.13673e-17
 122.4808095       3.82813e-17       1.69140e-17       2.13673e-17
 122.6188993       3.83139e-17       1.69467e-17       2.13673e-17
 122.7585163       3.83470e-17       1.69797e-17       2.13673e-17
 122.8972333       3.83798e-17       1.70125e-17       2.13673e-17
 123.0362642       3.84127e-17       1.70454e-17       2.13673e-17
 123.1768338       3.84460e-17       1.70787e-17       2.13673e-17
 123.3164984       3.84790e-17       1.71117e-17       2.13673e-17
 123.4564801       3.85121e-17       1.71449e-17       2.13673e-17
 123.5980121       3.85456e-17       1.71784e-17       2.13673e-17
 123.7386340       3.85789e-17       1.72116e-17       2.13673e-17
 123.8795762       3.86122e-17       1.72450e-17       2.13673e-17
 124.0218324       3.86459e-17       1.72786e-17       2.13673e-17
 124.1637939       3.86795e-17       1.73122e-17       2.13673e-17
 124.3062054       3.87132e-17       1.73459e-17       2.13673e-17
 124.4489440       3.87470e-17       1.73797e-17       2.13673e-17
 124.5918855       3.87808e-17       1.74135e-17       2.13673e-17
 124.7352813       3.88147e-17       1.74475e-17       2.13673e-17
 124.8788818       3.88487e-17       1.74814e-17       2.13673e-17
 125.0229393       3.88828e-17       1.75155e-17       2.13673e-17
 125.1673296       3.89170e-17       1.75497e-17       2.13673e-17
 125.3119272       3.89512e-17       1.75839e-17       2.13673e-17
 125.4569861       3.89855e-17       1.76182e-17       2.13673e-17
 125.6023813       3.90199e-17       1.76526e-17       2.13673e-17
 125.7479864       3.90543e-17       1.76871e-17       2.13673e-17
 125.8940572       3.90889e-17       1.77217e-17       2.13673e-17
 126.0403397       3.91235e-17       1.77563e-17       2.13673e-17
 126.1870910       3.91583e-17       1.77910e-17       2.13673e-17
 126.3341843       3.91931e-17       1.78258e-17       2.13673e-17
 126.4814920       3.92279e-17       1.78607e-17       2.13673e-17
 126.6292730       3.92629e-17       1.78956e-17       2.13673e-17
 126.7772700       3.92979e-17       1.79306e-17       2.13673e-17
 126.9257433       3.93330e-17       1.79658e-17       2.13673e-17
 127.0745648       3.93682e-17       1.80010e-17       2.13673e-17
 127.2236052       3.94035e-17       1.80363e-17       2.13673e-17
 127.3731264       3.94389e-17       1.80716e-17       2.13673e-17
 127.5229995       3.94744e-17       1.81071e-17       2.13673e-17
 127.6730942       3.95099e-17       1.81426e-17       2.13673e-17
 127.8236744       3.95455e-17       1.81782e-17       2.13673e-17
 127.9744782       3.95812e-17       1.82139e-17       2.13673e-17
 128.1257706       3.96133e-17       1.82497e-17       2.13635e-17
 128.2774212       3.96337e-17       1.82856e-17       2.13481e-17
 128.4292981       3.96307e-17       1.83216e-17       2.13092e-17
 128.5816685       3.96279e-17       1.83576e-17       2.12703e-17
 128.6630000       3.96264e-17       1.83769e-17       2.12495e-17
 128.7140000       3.92181e-17       1.79816e-17       2.12365e-17
 128.7640000       3.90737e-17       1.78498e-17       2.12238e-17
 128.8150000       3.90168e-17       1.78059e-17       2.12109e-17
 128.8660000       3.87403e-17       1.75424e-17       2.11979e-17
 128.9170000       3.82882e-17       1.71032e-17       2.11850e-17
 128.9670000       3.79681e-17       1.67958e-17       2.11723e-17
 129.0180000       3.76916e-17       1.65323e-17       2.11594e-17
 129.0690000       3.76755e-17       1.65323e-17       2.11432e-17
 129.1190000       3.74814e-17       1.63566e-17       2.11249e-17
 129.1700000       3.72152e-17       1.61090e-17       2.11061e-17
 129.2210000       3.71954e-17       1.61090e-17       2.10864e-17
 129.2720000       3.71149e-17       1.60492e-17       2.10658e-17
 129.3220000       3.71825e-17       1.61370e-17       2.10456e-17
 129.3730000       3.73257e-17       1.63127e-17       2.10130e-17
 129.4240000       3.74117e-17       1.64444e-17       2.09673e-17
 129.4750000       3.76295e-17       1.67079e-17       2.09216e-17
 129.5250000       3.75839e-17       1.67079e-17       2.08760e-17
 129.5760000       3.76681e-17       1.68397e-17       2.08284e-17
 129.6270000       3.76205e-17       1.68397e-17       2.07808e-17
 129.6770000       3.74747e-17       1.67519e-17       2.07228e-17
 129.7280000       3.71769e-17       1.65323e-17       2.06446e-17
 129.7790000       3.70987e-17       1.65323e-17       2.05664e-17
 129.8300000       3.70601e-17       1.65762e-17       2.04839e-17
 129.8800000       3.70582e-17       1.66640e-17       2.03942e-17
 129.9310000       3.70545e-17       1.67519e-17       2.03026e-17
 129.9820000       3.69991e-17       1.67958e-17       2.02033e-17
 130.0330000       3.72725e-17       1.71910e-17       2.00814e-17
 130.0830000       3.71969e-17       1.72350e-17       1.99619e-17
 130.1340000       3.73372e-17       1.74985e-17       1.98388e-17
 130.1850000       3.72080e-17       1.74985e-17       1.97095e-17
 130.2350000       3.71253e-17       1.75424e-17       1.95828e-17
 130.2860000       3.67756e-17       1.73228e-17       1.94528e-17
 130.3370000       3.68127e-17       1.74985e-17       1.93142e-17
 130.3880000       3.67180e-17       1.75424e-17       1.91756e-17
 130.4380000       3.66261e-17       1.75863e-17       1.90398e-17
 130.4890000       3.64690e-17       1.75863e-17       1.88827e-17
 130.5400000       3.62680e-17       1.75424e-17       1.87256e-17
 130.5910000       3.57156e-17       1.71471e-17       1.85684e-17
 130.6410000       3.54027e-17       1.70154e-17       1.83873e-17
 130.6920000       3.47323e-17       1.65323e-17       1.82001e-17
 130.7430000       3.44133e-17       1.64005e-17       1.80128e-17
 130.7930000       3.41109e-17       1.63127e-17       1.77983e-17
 130.8440000       3.36210e-17       1.60492e-17       1.75719e-17
 130.8950000       3.34825e-17       1.61370e-17       1.73455e-17
 130.9460000       3.32473e-17       1.61370e-17       1.71103e-17
 130.9960000       3.30568e-17       1.61809e-17       1.68759e-17
 131.0470000       3.28617e-17       1.62248e-17       1.66369e-17
 131.0980000       3.26582e-17       1.62687e-17       1.63895e-17
 131.1490000       3.23166e-17       1.61809e-17       1.61357e-17
 131.1990000       3.19361e-17       1.60492e-17       1.58869e-17
 131.2500000       3.16885e-17       1.60492e-17       1.56393e-17
 131.3010000       3.14487e-17       1.60492e-17       1.53996e-17
 131.3510000       3.11697e-17       1.60052e-17       1.51645e-17
 131.4020000       3.09318e-17       1.60052e-17       1.49266e-17
 131.4530000       3.05665e-17       1.58735e-17       1.46930e-17
 131.5040000       3.02451e-17       1.57856e-17       1.44595e-17
 131.5540000       2.99716e-17       1.57417e-17       1.42299e-17
 131.6050000       2.96469e-17       1.56539e-17       1.39930e-17
 131.6560000       2.93660e-17       1.56100e-17       1.37560e-17
 131.7070000       2.91285e-17       1.56100e-17       1.35185e-17
 131.7570000       2.89610e-17       1.56978e-17       1.32632e-17
 131.8080000       2.87445e-17       1.57417e-17       1.30028e-17
 131.8590000       2.85280e-17       1.57856e-17       1.27424e-17
 131.9090000       2.82259e-17       1.57856e-17       1.24403e-17
 131.9600000       2.79100e-17       1.57856e-17       1.21244e-17
 132.0110000       2.75942e-17       1.57856e-17       1.18085e-17
 132.0620000       2.72480e-17       1.57856e-17       1.14624e-17
 132.1120000       2.68957e-17       1.57856e-17       1.11100e-17
 132.1630000       2.65363e-17       1.57856e-17       1.07507e-17
 132.2140000       2.60864e-17       1.57417e-17       1.03446e-17
 132.2650000       2.56371e-17       1.57417e-17       9.89543e-18
 132.3150000       2.51528e-17       1.56978e-17       9.45503e-18
 132.3660000       2.46753e-17       1.56978e-17       8.97746e-18
 132.4170000       2.42731e-17       1.58296e-17       8.44352e-18
 132.4670000       2.37496e-17       1.58296e-17       7.92005e-18
 132.5180000       2.33030e-17       1.59174e-17       7.38562e-18
 132.5690000       2.27657e-17       1.59174e-17       6.84833e-18
 132.6200000       2.23163e-17       1.60052e-17       6.31104e-18
 132.6700000       2.19652e-17       1.61809e-17       5.78428e-18
 132.7210000       2.15386e-17       1.62248e-17       5.31382e-18
 132.7720000       2.12039e-17       1.63566e-17       4.84727e-18
 132.8230000       2.02542e-17       1.58735e-17       4.38072e-18
 132.8730000       1.98291e-17       1.58735e-17       3.95566e-18
 132.9240000       1.96259e-17       1.60931e-17       3.53286e-18
 132.9750000       1.91592e-17       1.60492e-17       3.11005e-18
 133.0250000       1.87178e-17       1.59174e-17       2.80042e-18
 133.0760000       1.84514e-17       1.58735e-17       2.57796e-18
 133.1270000       1.82290e-17       1.58735e-17       2.35551e-18
 133.1780000       1.80212e-17       1.58735e-17       2.14774e-18
 133.2280000       1.71455e-17       1.51708e-17       1.97475e-18
 133.2790000       1.70130e-17       1.52147e-17       1.79830e-18
 133.3300000       1.69323e-17       1.53025e-17       1.62980e-18
 133.3810000       1.67120e-17       1.51708e-17       1.54129e-18
 133.4310000       1.65374e-17       1.50829e-17       1.45451e-18
 133.4820000       1.65368e-17       1.51708e-17       1.36599e-18
 133.5330000       1.62158e-17       1.49073e-17       1.30856e-18
 133.5830000       1.60770e-17       1.48194e-17       1.25759e-18
 133.6340000       1.59811e-17       1.47755e-17       1.20560e-18
 133.6850000       1.58951e-17       1.47316e-17       1.16351e-18
 133.7360000       1.57277e-17       1.45998e-17       1.12792e-18
 133.7860000       1.52976e-17       1.42045e-17       1.09302e-18
 133.8370000       1.52200e-17       1.41606e-17       1.05937e-18
 133.8880000       1.52339e-17       1.42045e-17       1.02931e-18
 133.9390000       1.52477e-17       1.42485e-17       9.99259e-19
 133.9890000       1.50868e-17       1.41167e-17       9.70113e-19
 134.0400000       1.50604e-17       1.41167e-17       9.43712e-19
 134.0910000       1.49901e-17       1.40728e-17       9.17312e-19
 134.1410000       1.49642e-17       1.40728e-17       8.91429e-19
 134.1920000       1.48091e-17       1.39410e-17       8.68045e-19
 134.2430000       1.48742e-17       1.40289e-17       8.45328e-19
 134.2940000       1.48515e-17       1.40289e-17       8.22611e-19
 134.3440000       1.50508e-17       1.42485e-17       8.02303e-19
 134.3950000       1.51195e-17       1.43363e-17       7.83229e-19
 134.4460000       1.49687e-17       1.42045e-17       7.64154e-19
 134.4970000       1.45988e-17       1.38532e-17       7.45573e-19
 134.5470000       1.45818e-17       1.38532e-17       7.28658e-19
 134.5980000       1.42132e-17       1.35018e-17       7.11404e-19
 134.6490000       1.41960e-17       1.35018e-17       6.94150e-19
 134.6990000       1.38751e-17       1.31944e-17       6.80711e-19
 134.7500000       1.39932e-17       1.33262e-17       6.67084e-19
 134.8010000       1.40675e-17       1.34140e-17       6.53456e-19
 134.8520000       1.40538e-17       1.34140e-17       6.39844e-19
 134.9020000       1.43919e-17       1.37653e-17       6.26505e-19
 134.9530000       1.46857e-17       1.40728e-17       6.12899e-19
 135.0040000       1.49789e-17       1.43802e-17       5.98662e-19
 135.0550000       1.59737e-17       1.53904e-17       5.83327e-19
 135.1050000       1.63539e-17       1.57856e-17       5.68292e-19
 135.1560000       1.66899e-17       1.61370e-17       5.52959e-19
 135.2070000       1.67186e-17       1.61809e-17       5.37662e-19
 135.2570000       1.63961e-17       1.58735e-17       5.22665e-19
 135.3080000       1.62491e-17       1.57417e-17       5.07368e-19
 135.3590000       1.57959e-17       1.53025e-17       4.93355e-19
 135.4100000       1.54310e-17       1.49512e-17       4.79851e-19
 135.4600000       1.43198e-17       1.38532e-17       4.66611e-19
 135.5110000       1.42191e-17       1.37653e-17       4.53799e-19
 135.5620000       1.35926e-17       1.31505e-17       4.42102e-19
 135.6130000       1.34052e-17       1.29748e-17       4.30406e-19
 135.6630000       1.33937e-17       1.29748e-17       4.18939e-19
 135.7140000       1.33821e-17       1.29748e-17       4.07272e-19
 135.7650000       1.41170e-17       1.37214e-17       3.95605e-19
 135.8150000       1.41056e-17       1.37214e-17       3.84166e-19
 135.8660000       1.44014e-17       1.40289e-17       3.72512e-19
 135.9170000       1.49607e-17       1.45998e-17       3.60863e-19
 135.9680000       1.54321e-17       1.50829e-17       3.49215e-19
 136.0180000       1.75289e-17       1.71910e-17       3.37808e-19
 136.0690000       1.82200e-17       1.78938e-17       3.26199e-19
 136.1200000       1.85597e-17       1.82451e-17       3.14590e-19
 136.1710000       1.89434e-17       1.86404e-17       3.02981e-19
 136.2210000       1.72192e-17       1.69275e-17       2.91618e-19
 136.2720000       1.69880e-17       1.67079e-17       2.80028e-19
 136.3230000       1.63745e-17       1.61061e-17       2.68438e-19
 136.3730000       1.59666e-17       1.57095e-17       2.57098e-19
 136.4240000       1.40548e-17       1.38093e-17       2.45547e-19
 136.4750000       1.26818e-17       1.24478e-17       2.33996e-19
 136.5260000       1.24067e-17       1.21843e-17       2.22452e-19
 136.5760000       1.18684e-17       1.16572e-17       2.11156e-19
 136.6270000       1.16373e-17       1.14376e-17       1.99634e-19
 136.6780000       1.09230e-17       1.07349e-17       1.88112e-19
 136.7290000       1.08251e-17       1.06471e-17       1.78021e-19
 136.7790000       1.07716e-17       1.06032e-17       1.68442e-19
 136.8300000       1.01909e-17       1.00322e-17       1.58673e-19
 136.8810000       1.01372e-17       9.98830e-18       1.48916e-19
 136.9310000       1.00398e-17       9.90046e-18       1.39371e-19
 136.9820000       9.98617e-18       9.85654e-18       1.29634e-19
 137.0330000       1.01521e-17       1.00322e-17       1.19897e-19
 137.0840000       1.01863e-17       1.00761e-17       1.10177e-19
 137.1340000       1.06160e-17       1.05153e-17       1.00647e-19
 137.1850000       1.10454e-17       1.09545e-17       9.09260e-20
 137.2360000       1.14769e-17       1.13937e-17       8.32327e-20
 137.2870000       1.17342e-17       1.16572e-17       7.69817e-20
 137.3370000       1.20794e-17       1.20086e-17       7.08533e-20
 137.3880000       1.38300e-17       1.37653e-17       6.46048e-20
 137.4390000       1.41751e-17       1.41167e-17       5.83696e-20
 137.4890000       1.50473e-17       1.49951e-17       5.22567e-20
 137.5400000       1.51290e-17       1.50829e-17       4.60216e-20
 137.5910000       1.53875e-17       1.53464e-17       4.10189e-20
 137.6420000       1.48120e-17       1.47755e-17       3.65052e-20
 137.6920000       1.46758e-17       1.46437e-17       3.20800e-20
 137.7430000       1.40594e-17       1.40314e-17       2.80340e-20
 137.7940000       1.14629e-17       1.14376e-17       2.52409e-20
 137.8450000       1.08013e-17       1.07789e-17       2.24479e-20
 137.8950000       1.02715e-17       1.02518e-17       1.97097e-20
 137.9460000       1.00922e-17       1.00761e-17       1.60639e-20
 137.9970000       1.00884e-17       1.00761e-17       1.22258e-20
 138.0470000       1.00023e-17       9.98830e-18       1.40290e-20
 138.0980000       1.07942e-17       1.07788e-17       1.53133e-20
 138.1490000       1.08377e-17       1.08228e-17       1.49027e-20
 138.2000000       1.16717e-17       1.16572e-17       1.44921e-20
 138.2500000       1.18031e-17       1.17890e-17       1.40895e-20
 138.3010000       1.18027e-17       1.17890e-17       1.36789e-20
 138.3520000       1.22854e-17       1.22721e-17       1.32683e-20
 138.4030000       1.24606e-17       1.24478e-17       1.28577e-20
 138.4530000       1.28555e-17       1.28430e-17       1.24551e-20
 138.5040000       1.22841e-17       1.22721e-17       1.20445e-20
 138.5550000       1.22837e-17       1.22721e-17       1.16339e-20
 138.6050000       1.21955e-17       1.21843e-17       1.12314e-20
 138.6560000       1.21512e-17       1.21403e-17       1.08208e-20
 138.7070000       1.12285e-17       1.12180e-17       1.04101e-20
 138.7580000       1.12720e-17       1.12620e-17       9.99954e-21
 138.8080000       1.11398e-17       1.11302e-17       9.59698e-21
 138.8590000       1.13590e-17       1.13498e-17       9.18637e-21
 138.9100000       1.13146e-17       1.13059e-17       8.77576e-21
 138.9610000       1.11825e-17       1.11741e-17       8.36515e-21
 139.0110000       1.10942e-17       1.10863e-17       7.96259e-21
 139.0620000       1.08303e-17       1.08228e-17       7.55198e-21
 139.1130000       1.11813e-17       1.11741e-17       7.14138e-21
 139.1630000       1.11809e-17       1.11741e-17       6.73882e-21
 139.2140000       1.24102e-17       1.24039e-17       6.32821e-21
 139.2650000       1.34199e-17       1.34140e-17       5.91760e-21
 139.3160000       1.35513e-17       1.35458e-17       5.50699e-21
 139.3660000       1.44732e-17       1.44681e-17       5.10443e-21
 139.4170000       1.60099e-17       1.60052e-17       4.69382e-21
 139.4680000       1.70197e-17       1.70154e-17       4.28321e-21
 139.5190000       1.83369e-17       1.83330e-17       3.87261e-21
 139.5690000       2.18499e-17       2.18465e-17       3.47005e-21
 139.6200000       2.41333e-17       2.41302e-17       3.05944e-21
 139.6710000       2.47918e-17       2.47891e-17       2.64883e-21
 139.7210000       2.48353e-17       2.48330e-17       2.24627e-21
 139.7720000       2.34734e-17       2.34715e-17       1.83566e-21
 139.8230000       2.34291e-17       2.34277e-17       1.42505e-21
 139.8740000       2.13644e-17       2.13634e-17       1.01445e-21
 139.9240000       1.78065e-17       1.78059e-17       6.11888e-22
 139.9750000       1.42047e-17       1.42045e-17       2.01279e-22
 140.0260000       1.03836e-17       1.03836e-17       0.00000e+00
 140.0770000       1.03396e-17       1.03396e-17       0.00000e+00
 140.1270000       8.27546e-18       8.27546e-18       0.00000e+00
 140.1780000       7.30924e-18       7.30924e-18       0.00000e+00
 140.2290000       7.35316e-18       7.35316e-18       0.00000e+00
 140.2790000       8.01194e-18       8.01194e-18       0.00000e+00
 140.3300000       8.53897e-18       8.53897e-18       0.00000e+00
 140.3810000       9.98830e-18       9.98830e-18       0.00000e+00
 140.4320000       1.00761e-17       1.00761e-17       0.00000e+00
 140.4820000       1.14816e-17       1.14816e-17       0.00000e+00
 140.5330000       1.25356e-17       1.25356e-17       0.00000e+00
 140.5840000       1.31066e-17       1.31066e-17       0.00000e+00
 140.6350000       1.43075e-17       1.43075e-17       0.00000e+00
 140.6850000       1.43075e-17       1.43075e-17       0.00000e+00
 140.7360000       1.51708e-17       1.51708e-17       0.00000e+00
 140.7870000       1.47755e-17       1.47755e-17       0.00000e+00
 140.8370000       1.47755e-17       1.47755e-17       0.00000e+00
 140.8880000       1.49073e-17       1.49073e-17       0.00000e+00
 140.9390000       1.49512e-17       1.49512e-17       0.00000e+00
 140.9900000       1.44681e-17       1.44681e-17       0.00000e+00
 141.0400000       1.38532e-17       1.38532e-17       0.00000e+00
 141.0910000       1.37214e-17       1.37214e-17       0.00000e+00
 141.1420000       1.52147e-17       1.52147e-17       0.00000e+00
 141.1930000       1.53025e-17       1.53025e-17       0.00000e+00
 141.2430000       1.53025e-17       1.53025e-17       0.00000e+00
 141.2940000       1.47755e-17       1.47755e-17       0.00000e+00
 141.3450000       1.43363e-17       1.43363e-17       0.00000e+00
 141.3950000       1.43363e-17       1.43363e-17       0.00000e+00
 141.4460000       1.66640e-17       1.66640e-17       0.00000e+00
 141.4970000       1.66640e-17       1.66640e-17       0.00000e+00
 141.5480000       1.66640e-17       1.66640e-17       0.00000e+00
 141.5980000       1.50390e-17       1.50390e-17       0.00000e+00
 141.6490000       1.48194e-17       1.48194e-17       0.00000e+00
 141.7000000       1.40728e-17       1.40728e-17       0.00000e+00
 141.7510000       9.15095e-18       9.15095e-18       0.00000e+00
 141.8010000       9.10504e-18       9.10504e-18       0.00000e+00
 141.8520000       6.87005e-18       6.87005e-18       0.00000e+00
 141.9030000       6.91395e-18       6.91395e-18       0.00000e+00
 141.9530000       7.17748e-18       7.17748e-18       0.00000e+00
 142.0040000       7.94028e-18       7.94028e-18       0.00000e+00
 142.0550000       8.84640e-18       8.84640e-18       0.00000e+00
 142.1060000       9.19776e-18       9.19776e-18       0.00000e+00
 142.1560000       9.68087e-18       9.68087e-18       0.00000e+00
 142.2070000       9.94438e-18       9.94438e-18       0.00000e+00
 142.2580000       1.02079e-17       1.02079e-17       0.00000e+00
 142.3090000       1.03836e-17       1.03836e-17       0.00000e+00
 142.3590000       1.07349e-17       1.07349e-17       0.00000e+00
 142.4100000       1.09106e-17       1.09106e-17       0.00000e+00
 142.4610000       1.11741e-17       1.11741e-17       0.00000e+00
 142.5110000       1.13059e-17       1.13059e-17       0.00000e+00
 142.5620000       1.15694e-17       1.15694e-17       0.00000e+00
 142.6130000       1.20525e-17       1.20525e-17       0.00000e+00
 142.6640000       1.21403e-17       1.21403e-17       0.00000e+00
 142.7140000       1.35897e-17       1.35897e-17       0.00000e+00
 142.7650000       1.45559e-17       1.45559e-17       0.00000e+00
 142.8160000       1.46437e-17       1.46437e-17       0.00000e+00
 142.8670000       1.57856e-17       1.57856e-17       0.00000e+00
 142.9170000       1.67519e-17       1.67519e-17       0.00000e+00
 142.9680000       1.80255e-17       1.80255e-17       0.00000e+00
 143.0190000       1.89040e-17       1.89040e-17       0.00000e+00
 143.0690000       1.91674e-17       1.91674e-17       0.00000e+00
 143.1200000       2.30762e-17       2.30762e-17       0.00000e+00
 143.1710000       2.38228e-17       2.38228e-17       0.00000e+00
 143.2220000       2.88296e-17       2.88296e-17       0.00000e+00
 143.2720000       2.95762e-17       2.95762e-17       0.00000e+00
 143.3230000       2.96641e-17       2.96641e-17       0.00000e+00
 143.3740000       3.09817e-17       3.09817e-17       0.00000e+00
 143.4250000       3.01033e-17       3.01033e-17       0.00000e+00
 143.4750000       3.00593e-17       3.00593e-17       0.00000e+00
 143.5260000       2.51843e-17       2.51843e-17       0.00000e+00
 143.5770000       2.38667e-17       2.38667e-17       0.00000e+00
 143.6270000       1.98263e-17       1.98263e-17       0.00000e+00
 143.6780000       1.70593e-17       1.70593e-17       0.00000e+00
 143.7290000       1.66201e-17       1.66201e-17       0.00000e+00
 143.7800000       1.41167e-17       1.41167e-17       0.00000e+00
 143.8300000       1.22721e-17       1.22721e-17       0.00000e+00
 143.8810000       1.22282e-17       1.22282e-17       0.00000e+00
 143.9320000       1.08667e-17       1.08667e-17       0.00000e+00
 143.9830000       1.03836e-17       1.03836e-17       0.00000e+00
 144.0330000       1.10863e-17       1.10863e-17       0.00000e+00
 144.0840000       1.13937e-17       1.13937e-17       0.00000e+00
 144.1350000       1.14376e-17       1.14376e-17       0.00000e+00
 144.1850000       1.15255e-17       1.15255e-17       0.00000e+00
 144.2360000       1.11302e-17       1.11302e-17       0.00000e+00
 144.2870000       1.11302e-17       1.11302e-17       0.00000e+00
 144.3380000       1.05593e-17       1.05593e-17       0.00000e+00
 144.3880000       1.02079e-17       1.02079e-17       0.00000e+00
 144.4390000       9.68087e-18       9.68087e-18       0.00000e+00
 144.4900000       8.62681e-18       8.62681e-18       0.00000e+00
 144.5410000       8.58289e-18       8.58289e-18       0.00000e+00
