# b'HC3N cross sections\nAlan Heays 2016-11-22\nReferences: ferradaz2009, benilan1994, seki1996, leach2014\nphotoabsorption   -- Photoabsorption cross section (cm2)\nphotodissociation -- Photodissociation cross section (cm2)\nphotoionisation   -- Photoionisation cross section (cm2)'
# 
# wavelength   photoabsorption photodissociation   photoionisation
  80.0000000       0.00000e+00       0.00000e+00       3.57146e-17
  80.0030000       0.00000e+00       0.00000e+00       3.61146e-17
  80.0060000       0.00000e+00       0.00000e+00       3.61611e-17
  80.0090000       0.00000e+00       0.00000e+00       3.62075e-17
  80.0120000       0.00000e+00       0.00000e+00       3.62539e-17
  80.0150000       0.00000e+00       0.00000e+00       3.63003e-17
  80.0180000       0.00000e+00       0.00000e+00       3.63467e-17
  80.0210000       0.00000e+00       0.00000e+00       3.63931e-17
  80.0240000       0.00000e+00       0.00000e+00       3.64202e-17
  80.0270000       0.00000e+00       0.00000e+00       3.64320e-17
  80.0300000       0.00000e+00       0.00000e+00       3.64437e-17
  80.0330000       0.00000e+00       0.00000e+00       3.64554e-17
  80.0360000       0.00000e+00       0.00000e+00       3.64672e-17
  80.0390000       0.00000e+00       0.00000e+00       3.64789e-17
  80.0420000       0.00000e+00       0.00000e+00       3.64907e-17
  80.0450000       0.00000e+00       0.00000e+00       3.65024e-17
  80.0480000       0.00000e+00       0.00000e+00       3.65141e-17
  80.0510000       0.00000e+00       0.00000e+00       3.65259e-17
  80.0540000       0.00000e+00       0.00000e+00       3.65376e-17
  80.0570000       0.00000e+00       0.00000e+00       3.65493e-17
  80.0600000       0.00000e+00       0.00000e+00       3.65611e-17
  80.0630000       0.00000e+00       0.00000e+00       3.65728e-17
  80.0660000       0.00000e+00       0.00000e+00       3.66216e-17
  80.0690000       0.00000e+00       0.00000e+00       3.67761e-17
  80.0720000       0.00000e+00       0.00000e+00       3.69305e-17
  80.0750000       0.00000e+00       0.00000e+00       3.70850e-17
  80.0780000       0.00000e+00       0.00000e+00       3.71900e-17
  80.0810000       0.00000e+00       0.00000e+00       3.72672e-17
  80.0840000       0.00000e+00       0.00000e+00       3.73444e-17
  80.0870000       0.00000e+00       0.00000e+00       3.74216e-17
  80.0900000       0.00000e+00       0.00000e+00       3.74988e-17
  80.0930000       0.00000e+00       0.00000e+00       3.75760e-17
  80.0960000       0.00000e+00       0.00000e+00       3.76532e-17
  80.0990000       0.00000e+00       0.00000e+00       3.77273e-17
  80.1020000       0.00000e+00       0.00000e+00       3.77967e-17
  80.1050000       0.00000e+00       0.00000e+00       3.78662e-17
