# [b'Cross sections for HNC\nHelgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-24\nPhotodissociation source: Aguado+ (2017)\nPhotoionization source: Gans+ (2019)\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
  89.3517440       2.49874e-17       0.00000e+00       2.49874e-17
  89.3704223       2.48904e-17       0.00000e+00       2.48904e-17
  89.3897529       2.47905e-17       0.00000e+00       2.47905e-17
  89.4084471       2.46879e-17       0.00000e+00       2.46879e-17
  89.4277941       2.45809e-17       0.00000e+00       2.45809e-17
  89.4465042       2.44717e-17       0.00000e+00       2.44717e-17
  89.4658677       2.43591e-17       0.00000e+00       2.43591e-17
  89.4845937       2.42432e-17       0.00000e+00       2.42432e-17
  89.5039737       2.41245e-17       0.00000e+00       2.41245e-17
  89.5227157       2.40036e-17       0.00000e+00       2.40036e-17
  89.5421123       2.38805e-17       0.00000e+00       2.38805e-17
  89.5608702       2.37552e-17       0.00000e+00       2.37552e-17
  89.5802833       2.36294e-17       0.00000e+00       2.36294e-17
  89.5990572       2.35029e-17       0.00000e+00       2.35029e-17
  89.6184869       2.33787e-17       0.00000e+00       2.33787e-17
  89.6372768       2.32573e-17       0.00000e+00       2.32573e-17
  89.6567231       2.31370e-17       0.00000e+00       2.31370e-17
  89.6755291       2.30211e-17       0.00000e+00       2.30211e-17
  89.6949919       2.29091e-17       0.00000e+00       2.29091e-17
  89.7138140       2.27993e-17       0.00000e+00       2.27993e-17
  89.7332934       2.26961e-17       0.00000e+00       2.26961e-17
  89.7521315       2.25974e-17       0.00000e+00       2.25974e-17
  89.7716276       2.25020e-17       0.00000e+00       2.25020e-17
  89.7904819       2.24149e-17       0.00000e+00       2.24149e-17
  89.8099946       2.23328e-17       0.00000e+00       2.23328e-17
  89.8288650       2.22557e-17       0.00000e+00       2.22557e-17
  89.8483944       2.21858e-17       0.00000e+00       2.21858e-17
  89.8672810       2.21209e-17       0.00000e+00       2.21209e-17
  89.8868271       2.20615e-17       0.00000e+00       2.20615e-17
  89.9057298       2.20077e-17       0.00000e+00       2.20077e-17
  89.9252926       2.19594e-17       0.00000e+00       2.19594e-17
  89.9442115       2.19156e-17       0.00000e+00       2.19156e-17
  89.9637911       2.18761e-17       0.00000e+00       2.18761e-17
  89.9827262       2.18412e-17       0.00000e+00       2.18412e-17
  90.0023226       2.18101e-17       0.00000e+00       2.18101e-17
  90.0212739       2.17823e-17       0.00000e+00       2.17823e-17
  90.0408871       2.17584e-17       0.00000e+00       2.17584e-17
  90.0598546       2.17372e-17       0.00000e+00       2.17372e-17
  90.0794846       2.17183e-17       0.00000e+00       2.17183e-17
  90.0984684       2.17016e-17       0.00000e+00       2.17016e-17
  90.1181153       2.16866e-17       0.00000e+00       2.16866e-17
  90.1371154       2.16732e-17       0.00000e+00       2.16732e-17
  90.1567791       2.16615e-17       0.00000e+00       2.16615e-17
  90.1757955       2.16503e-17       0.00000e+00       2.16503e-17
  90.1954761       2.16408e-17       0.00000e+00       2.16408e-17
  90.2145088       2.16330e-17       0.00000e+00       2.16330e-17
  90.2342063       2.16263e-17       0.00000e+00       2.16263e-17
  90.2532554       2.16223e-17       0.00000e+00       2.16223e-17
  90.2729698       2.16183e-17       0.00000e+00       2.16183e-17
  90.2920353       2.16149e-17       0.00000e+00       2.16149e-17
  90.3117666       2.16115e-17       0.00000e+00       2.16115e-17
  90.3308485       2.16081e-17       0.00000e+00       2.16081e-17
  90.3505968       2.16047e-17       0.00000e+00       2.16047e-17
  90.3696951       2.16019e-17       0.00000e+00       2.16019e-17
  90.3894604       2.15990e-17       0.00000e+00       2.15990e-17
  90.4085751       2.15962e-17       0.00000e+00       2.15962e-17
  90.4283574       2.15934e-17       0.00000e+00       2.15934e-17
  90.4474886       2.15905e-17       0.00000e+00       2.15905e-17
  90.4672880       2.15882e-17       0.00000e+00       2.15882e-17
  90.4864356       2.15859e-17       0.00000e+00       2.15859e-17
  90.5062520       2.15836e-17       0.00000e+00       2.15836e-17
  90.5254162       2.15813e-17       0.00000e+00       2.15813e-17
  90.5452497       2.15790e-17       0.00000e+00       2.15790e-17
  90.5644303       2.15767e-17       0.00000e+00       2.15767e-17
  90.5842809       2.15745e-17       0.00000e+00       2.15745e-17
  90.6034781       2.15722e-17       0.00000e+00       2.15722e-17
  90.6233459       2.15699e-17       0.00000e+00       2.15699e-17
  90.6425596       2.15676e-17       0.00000e+00       2.15676e-17
  90.6624445       2.15653e-17       0.00000e+00       2.15653e-17
  90.6823381       2.15630e-17       0.00000e+00       2.15630e-17
  90.7015769       2.15607e-17       0.00000e+00       2.15607e-17
  90.7214877       2.15584e-17       0.00000e+00       2.15584e-17
  90.7407431       2.15561e-17       0.00000e+00       2.15561e-17
  90.7606710       2.15538e-17       0.00000e+00       2.15538e-17
  90.7799431       2.15515e-17       0.00000e+00       2.15515e-17
  90.7998883       2.15492e-17       0.00000e+00       2.15492e-17
  90.8191770       2.15469e-17       0.00000e+00       2.15469e-17
  90.8391394       2.15446e-17       0.00000e+00       2.15446e-17
  90.8584448       2.15423e-17       0.00000e+00       2.15423e-17
  90.8784245       2.15401e-17       0.00000e+00       2.15401e-17
  90.8977466       2.15378e-17       0.00000e+00       2.15378e-17
  90.9177436       2.15355e-17       0.00000e+00       2.15355e-17
  90.9370825       2.15332e-17       0.00000e+00       2.15332e-17
  90.9570968       2.15309e-17       0.00000e+00       2.15309e-17
  90.9764523       2.15286e-17       0.00000e+00       2.15286e-17
  90.9964840       2.15263e-17       0.00000e+00       2.15263e-17
  91.0158563       2.15240e-17       0.00000e+00       2.15240e-17
  91.0359053       2.15217e-17       0.00000e+00       2.15217e-17
  91.0552944       2.15194e-17       0.00000e+00       2.15194e-17
  91.0753608       2.15171e-17       0.00000e+00       2.15171e-17
  91.0947668       2.15148e-17       0.00000e+00       2.15148e-17
  91.1148506       2.15125e-17       0.00000e+00       2.15125e-17
  91.1342733       2.15102e-17       0.00000e+00       2.15102e-17
  91.1543746       2.15080e-17       0.00000e+00       2.15080e-17
  91.1738142       2.15057e-17       0.00000e+00       2.15057e-17
  91.1939329       2.15034e-17       0.00000e+00       2.15034e-17
  91.2133893       2.15011e-17       0.00000e+00       2.15011e-17
  91.2335255       2.14988e-17       0.00000e+00       2.14988e-17
  91.2529989       2.14965e-17       0.00000e+00       2.14965e-17
  91.2731525       2.14947e-17       0.00000e+00       2.14947e-17
  91.2926428       2.14930e-17       0.00000e+00       2.14930e-17
  91.3128140       2.14913e-17       0.00000e+00       2.14913e-17
  91.3323213       2.14895e-17       0.00000e+00       2.14895e-17
  91.3525100       2.14878e-17       0.00000e+00       2.14878e-17
  91.3720342       2.14861e-17       0.00000e+00       2.14861e-17
  91.3922404       2.14843e-17       0.00000e+00       2.14843e-17
  91.4117817       2.14826e-17       0.00000e+00       2.14826e-17
  91.4320055       2.14808e-17       0.00000e+00       2.14808e-17
  91.4515637       2.14791e-17       0.00000e+00       2.14791e-17
  91.4718052       2.14774e-17       0.00000e+00       2.14774e-17
  91.4913804       2.14756e-17       0.00000e+00       2.14756e-17
  91.5000000       2.14749e-17       0.00000e+00       2.14749e-17
  91.5116395       2.14739e-17       0.00000e+00       2.14739e-17
  91.5312318       2.14721e-17       0.00000e+00       2.14721e-17
  91.5515086       2.14704e-17       0.00000e+00       2.14704e-17
  91.5711180       2.14687e-17       0.00000e+00       2.14687e-17
  91.5744998       2.14684e-17       0.00000e+00       2.14684e-17
  91.5914124       2.14669e-17       0.00000e+00       2.14669e-17
  91.6110389       2.14652e-17       0.00000e+00       2.14652e-17
  91.6164546       2.14647e-17       0.00000e+00       2.14647e-17
  91.6313510       2.14634e-17       0.00000e+00       2.14634e-17
  91.6509946       2.14617e-17       0.00000e+00       2.14617e-17
  91.6584478       2.14611e-17       0.00000e+00       2.14611e-17
  91.6713245       2.14600e-17       0.00000e+00       2.14600e-17
  91.6909852       2.14582e-17       0.00000e+00       2.14582e-17
  91.7004796       2.14574e-17       0.00000e+00       2.14574e-17
  91.7113328       2.14565e-17       0.00000e+00       2.14565e-17
  91.7310107       2.14547e-17       0.00000e+00       2.14547e-17
  91.7425500       2.14538e-17       0.00000e+00       2.14538e-17
  91.7513761       2.14530e-17       0.00000e+00       2.14530e-17
  91.7710712       2.14513e-17       0.00000e+00       2.14513e-17
  91.7846590       2.14501e-17       0.00000e+00       2.14501e-17
  91.7914543       2.14495e-17       0.00000e+00       2.14495e-17
  91.8111667       2.14478e-17       0.00000e+00       2.14478e-17
  91.8261265       2.16689e-17       2.22359e-19       2.14465e-17
  91.8315676       2.18613e-17       4.15233e-19       2.14461e-17
  91.8512972       2.18595e-17       4.15233e-19       2.14443e-17
  91.8683122       2.18581e-17       4.15233e-19       2.14429e-17
  91.8717160       2.22436e-17       8.00982e-19       2.14426e-17
  91.8914628       2.22418e-17       8.00982e-19       2.14408e-17
  91.9105368       2.24331e-17       9.93857e-19       2.14392e-17
  91.9118995       2.20472e-17       6.08108e-19       2.14391e-17
  91.9316636       2.18526e-17       4.15233e-19       2.14374e-17
  91.9528001       2.16579e-17       2.22359e-19       2.14356e-17
  91.9951024       2.18471e-17       4.15233e-19       2.14319e-17
  92.0374436       2.22292e-17       8.00982e-19       2.14282e-17
  92.0791399       2.22256e-17       8.00982e-19       2.14246e-17
  92.1215585       2.22220e-17       8.00982e-19       2.14210e-17
  92.1640162       2.22183e-17       8.00982e-19       2.14173e-17
  92.2065130       2.18289e-17       4.15233e-19       2.14137e-17
  92.2490491       2.16324e-17       2.22359e-19       2.14100e-17
  92.2916244       2.14358e-17       2.94840e-20       2.14064e-17
  92.3335514       2.14322e-17       2.94840e-20       2.14028e-17
  92.3762048       2.14286e-17       2.94840e-20       2.13991e-17
  92.4188976       2.14249e-17       2.94840e-20       2.13954e-17
  92.4616299       2.14213e-17       2.94840e-20       2.13918e-17
  92.5044017       2.13881e-17       0.00000e+00       2.13881e-17
  92.5472131       2.14140e-17       2.94840e-20       2.13845e-17
  92.5893727       2.16033e-17       2.22359e-19       2.13809e-17
  92.6322628       2.17925e-17       4.15233e-19       2.13772e-17
  92.6751926       2.17888e-17       4.15233e-19       2.13736e-17
  92.7181623       2.19780e-17       6.08108e-19       2.13699e-17
  92.7611719       2.19744e-17       6.08108e-19       2.13663e-17
  92.8042213       2.19707e-17       6.08108e-19       2.13626e-17
  92.8466154       2.19671e-17       6.08108e-19       2.13590e-17
  92.8897443       2.17706e-17       4.15233e-19       2.13554e-17
  92.9329132       2.13812e-17       2.94840e-20       2.13517e-17
  92.9761222       2.15704e-17       2.22359e-19       2.13481e-17
  93.0193715       2.15668e-17       2.22359e-19       2.13444e-17
  93.0626610       2.13702e-17       2.94840e-20       2.13408e-17
  93.1052916       2.13372e-17       0.00000e+00       2.13372e-17
  93.1486611       2.17487e-17       4.15233e-19       2.13335e-17
  93.1920711       2.17451e-17       4.15233e-19       2.13298e-17
  93.2355215       2.23200e-17       9.93857e-19       2.13262e-17
  93.2790125       2.28950e-17       1.57248e-18       2.13225e-17
  93.3225441       2.28914e-17       1.57248e-18       2.13189e-17
  93.3661163       2.26948e-17       1.37961e-18       2.13152e-17
  93.4090254       2.28841e-17       1.57248e-18       2.13116e-17
  93.4526785       2.21090e-17       8.00982e-19       2.13080e-17
  93.4963723       2.19124e-17       6.08108e-19       2.13043e-17
  93.5401070       2.24874e-17       1.18673e-18       2.13007e-17
  93.5838827       2.22909e-17       9.93857e-19       2.12970e-17
  93.6276993       2.20943e-17       8.00982e-19       2.12934e-17
  93.6708493       2.32480e-17       1.95824e-18       2.12898e-17
  93.7147475       2.61375e-17       4.85136e-18       2.12861e-17
  93.7586868       2.63267e-17       5.04423e-18       2.12825e-17
  93.8026673       2.64746e-17       5.19577e-18       2.12788e-17
  93.8466891       2.64709e-17       5.19577e-18       2.12751e-17
  93.8907523       2.46992e-17       3.42776e-18       2.12715e-17
  93.9341451       2.43834e-17       3.11548e-18       2.12679e-17
  93.9782905       2.45726e-17       3.30835e-18       2.12642e-17
  94.0224773       2.45689e-17       3.30835e-18       2.12606e-17
  94.0667057       2.20579e-17       8.00982e-19       2.12569e-17
  94.1109758       2.18614e-17       6.08108e-19       2.12533e-17
  94.1552875       2.18577e-17       6.08108e-19       2.12496e-17
  94.1989253       2.16612e-17       4.15233e-19       2.12460e-17
  94.2433199       2.18505e-17       6.08108e-19       2.12424e-17
  94.2877564       2.12682e-17       2.94840e-20       2.12387e-17
  94.3322348       2.14574e-17       2.22359e-19       2.12350e-17
  94.3767551       2.16466e-17       4.15233e-19       2.12314e-17
  94.4213176       2.16430e-17       4.15233e-19       2.12277e-17
  94.4652023       2.20251e-17       8.00982e-19       2.12242e-17
  94.5098484       2.22144e-17       9.93857e-19       2.12205e-17
  94.5545366       2.33680e-17       2.15111e-18       2.12168e-17
  94.5992671       2.31714e-17       1.95824e-18       2.12132e-17
  94.6440400       2.31678e-17       1.95824e-18       2.12095e-17
  94.6888552       2.31641e-17       1.95824e-18       2.12059e-17
  94.7329891       2.18104e-17       6.08108e-19       2.12023e-17
  94.7778886       2.18068e-17       6.08108e-19       2.11986e-17
  94.8228308       2.18031e-17       6.08108e-19       2.11950e-17
  94.8678156       2.23781e-17       1.18673e-18       2.11913e-17
  94.9128430       2.23744e-17       1.18673e-18       2.11877e-17
  94.9579133       2.23708e-17       1.18673e-18       2.11840e-17
  95.0022984       2.23672e-17       1.18673e-18       2.11804e-17
  95.0474536       2.40994e-17       2.92261e-18       2.11768e-17
  95.0926518       4.01043e-17       1.89311e-17       2.11731e-17
  95.1378931       4.74299e-17       2.62604e-17       2.11695e-17
  95.1831773       4.88986e-17       2.77328e-17       2.11658e-17
  95.2285047       4.85276e-17       2.73654e-17       2.11622e-17
  95.2731432       4.46792e-17       2.35206e-17       2.11586e-17
  95.3185564       2.50419e-17       3.88697e-18       2.11549e-17
  95.3640129       2.36881e-17       2.53685e-18       2.11513e-17
  95.4095127       2.36844e-17       2.53685e-18       2.11476e-17
  95.4550560       2.36808e-17       2.53685e-18       2.11439e-17
  95.5006428       2.36771e-17       2.53685e-18       2.11403e-17
  95.5455368       2.36735e-17       2.53685e-18       2.11367e-17
  95.5912101       2.34770e-17       2.34398e-18       2.11330e-17
  95.6369270       2.36662e-17       2.53685e-18       2.11294e-17
  95.6826877       2.34697e-17       2.34398e-18       2.11257e-17
  95.7284923       2.36589e-17       2.53685e-18       2.11221e-17
  95.7743407       2.13408e-17       2.22359e-19       2.11184e-17
  95.8202330       2.26872e-17       1.57248e-18       2.11148e-17
  95.8654281       2.78913e-17       6.78010e-18       2.11112e-17
  95.9114078       2.78876e-17       6.78010e-18       2.11075e-17
  95.9574316       2.76911e-17       6.58723e-18       2.11039e-17
  96.0034996       2.74946e-17       6.39436e-18       2.11002e-17
  96.0496118       2.36334e-17       2.53685e-18       2.10966e-17
  96.0957684       2.38220e-17       2.72974e-18       2.10923e-17
  96.1412239       2.40102e-17       2.92261e-18       2.10876e-17
  96.1874686       2.40054e-17       2.92261e-18       2.10827e-17
  96.2337578       2.34219e-17       2.34398e-18       2.10779e-17
  96.2800915       2.34171e-17       2.34398e-18       2.10731e-17
  96.3264699       2.34123e-17       2.34398e-18       2.10683e-17
  96.3728931       2.34074e-17       2.34398e-18       2.10635e-17
  96.4186111       2.20516e-17       9.93857e-19       2.10578e-17
  96.4651231       2.24314e-17       1.37961e-18       2.10518e-17
  96.5116800       2.33908e-17       2.34398e-18       2.10468e-17
  96.5582818       2.37718e-17       2.72974e-18       2.10420e-17
  96.6049287       2.80102e-17       6.97297e-18       2.10372e-17
  96.6516207       6.46516e-17       4.36192e-17       2.10324e-17
  96.6976036       8.08483e-17       5.98207e-17       2.10277e-17
  96.7443852       8.35437e-17       6.25208e-17       2.10228e-17
  96.7912122       8.16102e-17       6.05921e-17       2.10180e-17
  96.8380844       7.25402e-17       5.15270e-17       2.10132e-17
  96.8850021       3.20317e-17       1.10233e-17       2.10084e-17
  96.9319652       2.85552e-17       7.55159e-18       2.10036e-17
  96.9782154       2.81647e-17       7.16585e-18       2.09988e-17
  97.0252690       2.71955e-17       6.20147e-18       2.09940e-17
  97.0723683       2.56477e-17       4.65847e-18       2.09892e-17
  97.1195133       2.37141e-17       2.72974e-18       2.09844e-17
  97.1667041       2.25520e-17       1.57248e-18       2.09795e-17
  97.2139409       2.25464e-17       1.57248e-18       2.09740e-17
  97.2604605       2.23477e-17       1.37961e-18       2.09681e-17
  97.3077885       2.54274e-17       4.46560e-18       2.09618e-17
  97.3551625       4.04645e-17       1.95098e-17       2.09546e-17
  97.4025827       4.50736e-17       2.41261e-17       2.09475e-17
  97.4500491       4.63684e-17       2.54286e-17       2.09398e-17
  97.4975618       4.58027e-17       2.48711e-17       2.09315e-17
  97.5443534       4.31055e-17       2.21816e-17       2.09239e-17
  97.5919581       2.53824e-17       4.46560e-18       2.09168e-17
  97.6396093       2.40251e-17       3.11548e-18       2.09096e-17
  97.6873070       2.38251e-17       2.92261e-18       2.09025e-17
  97.7350514       2.32401e-17       2.34398e-18       2.08961e-17
  97.7828425       2.32341e-17       2.34398e-18       2.08901e-17
  97.8299084       2.32286e-17       2.34398e-18       2.08846e-17
  97.8777923       2.41881e-17       3.30835e-18       2.08798e-17
  97.9257231       2.86194e-17       7.74446e-18       2.08750e-17
  97.9737008       2.90004e-17       8.13022e-18       2.08701e-17
  98.0217257       2.97671e-17       8.90172e-18       2.08653e-17
  98.0697976       2.97622e-17       8.90172e-18       2.08605e-17
  98.1179166       2.64785e-17       5.62286e-18       2.08557e-17
  98.1653057       2.49308e-17       4.07984e-18       2.08509e-17
  98.2135186       2.78191e-17       6.97297e-18       2.08461e-17
  98.2617789       3.62999e-17       1.54595e-17       2.08405e-17
  98.3100866       1.20773e-16       9.99385e-17       2.08345e-17
  98.5030107       1.75805e-16       1.55000e-16       2.08051e-17
  98.5515560       3.91483e-17       1.83526e-17       2.07957e-17
  98.6001491       2.89175e-17       8.13022e-18       2.07873e-17
  98.6487902       3.64295e-17       1.56523e-17       2.07771e-17
  98.6974792       7.36437e-17       5.28772e-17       2.07665e-17
  98.7454299       7.45992e-17       5.38416e-17       2.07576e-17
  98.7942145       7.32407e-17       5.24914e-17       2.07493e-17
  98.8430473       7.18822e-17       5.11412e-17       2.07410e-17
  98.8919283       4.39072e-17       2.31745e-17       2.07327e-17
  98.9408578       2.61544e-17       5.42997e-18       2.07244e-17
  98.9898357       2.49888e-17       4.27273e-18       2.07161e-17
  99.0380709       2.78738e-17       7.16585e-18       2.07079e-17
  99.0871451       2.78654e-17       7.16585e-18       2.06995e-17
  99.1362680       5.26750e-17       3.19862e-17       2.06889e-17
  99.1854396       5.37598e-17       3.30890e-17       2.06708e-17
  99.2346600       5.26957e-17       3.20467e-17       2.06491e-17
  99.2839292       5.26695e-17       3.20467e-17       2.06229e-17
  99.3324516       3.45087e-17       1.39165e-17       2.05922e-17
  99.3818180       2.44428e-17       3.88697e-18       2.05559e-17
  99.4312336       2.43997e-17       3.88697e-18       2.05127e-17
  99.4806983       2.58936e-17       5.42997e-18       2.04637e-17
  99.5302122       2.60330e-17       5.62286e-18       2.04101e-17
  99.5797755       2.59746e-17       5.62286e-18       2.03517e-17
  99.6285875       2.59151e-17       5.62286e-18       2.02922e-17
  99.6782488       2.37341e-17       3.50123e-18       2.02328e-17
  99.7279597       2.36723e-17       3.50123e-18       2.01711e-17
  99.7777201       2.38057e-17       3.69410e-18       2.01116e-17
  99.8275303       2.39430e-17       3.88697e-18       2.00560e-17
  99.8773901       2.36983e-17       3.69410e-18       2.00042e-17
  99.9264945       2.36520e-17       3.69410e-18       1.99579e-17
  99.9764533       2.57325e-17       5.81573e-18       1.99168e-17
 100.0264621       3.14839e-17       1.16020e-17       1.98819e-17
 100.0765209       1.79851e-16       1.60000e-16       1.98514e-17
 100.3771167       4.05387e-17       2.08600e-17       1.96786e-17
 100.4275272       3.16170e-17       1.19877e-17       1.96293e-17
 100.4779884       2.65391e-17       6.97297e-18       1.95662e-17
 100.5285003       2.41477e-17       4.65847e-18       1.94892e-17
 100.5782471       2.40564e-17       4.65847e-18       1.93979e-17
 100.6288599       2.41383e-17       4.85136e-18       1.92869e-17
 100.6795237       2.76740e-17       8.51596e-18       1.91580e-17
 100.7302385       5.95471e-17       4.05331e-17       1.90140e-17
 100.7810044       1.20144e-16       1.01289e-16       1.88557e-17
 100.8318216       1.22676e-16       1.03989e-16       1.86868e-17
 100.8818691       1.24818e-16       1.06303e-16       1.85147e-17
 100.9327880       1.19821e-16       1.01482e-16       1.83389e-17
 100.9837583       4.09561e-17       2.27887e-17       1.81674e-17
 101.0347802       2.80651e-17       1.00590e-17       1.80061e-17
 101.0858536       3.00394e-17       1.21806e-17       1.78588e-17
 101.1369787       3.06793e-17       1.29521e-17       1.77273e-17
 101.1873297       3.01810e-17       1.25663e-17       1.76147e-17
 101.2385575       2.98912e-17       1.23735e-17       1.75178e-17
 101.2898372       2.59532e-17       8.51596e-18       1.74372e-17
 101.3411689       2.29941e-17       5.62286e-18       1.73712e-17
 101.3925527       3.81772e-17       2.08600e-17       1.73172e-17
 101.4439885       9.59951e-17       7.87223e-17       1.72728e-17
 101.4946458       9.80792e-17       8.08439e-17       1.72352e-17
 101.5461853       9.93961e-17       8.21941e-17       1.72020e-17
 101.5977772       9.66642e-17       7.94939e-17       1.71703e-17
 101.6494216       3.00908e-17       1.29521e-17       1.71387e-17
 101.7011184       2.40788e-17       6.97297e-18       1.71058e-17
 101.7528679       2.17289e-17       4.65847e-18       1.70704e-17
 101.8038342       2.16910e-17       4.65847e-18       1.70326e-17
 101.8556883       2.16501e-17       4.65847e-18       1.69916e-17
 101.9075953       2.04516e-17       3.50123e-18       1.69504e-17
 101.9595552       2.06018e-17       3.69410e-18       1.69077e-17
 102.0115681       2.55744e-17       8.70885e-18       1.68656e-17
 102.0636341       2.88096e-17       1.19877e-17       1.68219e-17
 102.1149122       3.47472e-17       1.79668e-17       1.67804e-17
 102.1670837       3.60567e-17       1.93169e-17       1.67399e-17
 102.2193087       3.56318e-17       1.89311e-17       1.67007e-17
 102.2715870       3.17438e-17       1.50737e-17       1.66701e-17
 102.3239188       3.15267e-17       1.48808e-17       1.66459e-17
 102.3763042       3.24617e-17       1.58452e-17       1.66165e-17
 102.4278971       4.41879e-17       2.76106e-17       1.65773e-17
 102.4803890       9.69802e-17       8.04582e-17       1.65220e-17
 102.6381882       1.92501e-16       1.76317e-16       1.61838e-17
 102.7956218       5.33543e-17       3.80257e-17       1.53285e-17
 102.8484914       3.53326e-17       2.04743e-17       1.48584e-17
 102.9014155       2.35620e-17       9.28748e-18       1.42745e-17
 102.9543940       1.84238e-17       4.85136e-18       1.35725e-17
 103.0074272       1.60750e-17       3.30835e-18       1.27667e-17
 103.0605149       1.44080e-17       2.53685e-18       1.18712e-17
 103.1127999       1.26809e-17       1.76536e-18       1.09155e-17
 103.1659964       1.28499e-17       3.11548e-18       9.73447e-18
 103.2192478       1.13795e-17       2.92261e-18       8.45687e-18
 103.2725542       1.02147e-17       2.92261e-18       7.29212e-18
 103.3259157       9.12833e-18       2.92261e-18       6.20572e-18
 103.3793323       8.11174e-18       2.92261e-18       5.18914e-18
 103.4319414       8.35750e-18       4.07984e-18       4.27766e-18
 103.4854677       1.40931e-17       1.06376e-17       3.45552e-18
 103.5390495       1.35817e-17       1.08305e-17       2.75120e-18
 103.5926868       1.29986e-17       1.08305e-17       2.16808e-18
 103.6463798       1.36291e-17       1.19405e-17       1.68861e-18
 103.7001284       9.78102e-18       8.47188e-18       1.30914e-18
 103.7530645       8.58097e-18       7.55159e-18       1.02938e-18
 103.8069238       8.36578e-18       7.55159e-18       8.14183e-19
 103.8608391       2.61238e-18       1.95824e-18       6.54146e-19
 103.9148104       1.92291e-18       1.37961e-18       5.43303e-19
 103.9688379       3.38846e-18       2.92261e-18       4.65856e-19
 104.0229215       9.69901e-18       9.28748e-18       4.11536e-19
 104.0761878       9.66202e-18       9.28748e-18       3.74545e-19
 104.1303832       1.05542e-17       1.02059e-17       3.48227e-19
 104.1846351       2.00084e-17       1.96767e-17       3.31663e-19
 104.2389436       1.99992e-17       1.96767e-17       3.22470e-19
 104.2933087       2.05562e-17       2.02410e-17       3.15160e-19
 104.3477305       2.05495e-17       2.02410e-17       3.08516e-19
 104.4013300       2.22833e-17       2.19807e-17       3.02631e-19
 104.4558647       2.19014e-17       2.16036e-17       2.97792e-19
 104.5104563       2.07672e-17       2.04743e-17       2.92968e-19
 104.5651051       2.05695e-17       2.02813e-17       2.88144e-19
 104.6198110       3.20593e-18       2.92261e-18       2.83321e-19
 104.6745743       2.04385e-18       1.76536e-18       2.78497e-19
 104.7285102       2.03911e-18       1.76536e-18       2.73753e-19
 104.7833873       2.03428e-18       1.76536e-18       2.68929e-19
 104.8383219       1.83659e-18       1.57248e-18       2.64105e-19
 104.8933142       6.74515e-19       4.15233e-19       2.59282e-19
 104.9483641       1.05544e-18       8.00982e-19       2.54458e-19
 105.0034720       1.24350e-18       9.93857e-19       2.49640e-19
 105.0577474       1.23939e-18       9.93857e-19       2.45528e-19
 105.1129702       1.04286e-18       8.00982e-19       2.41876e-19
 105.1682510       6.53457e-19       4.15233e-19       2.38224e-19
 105.2235901       1.80705e-18       1.57248e-18       2.34572e-19
 105.2789874       1.80340e-18       1.57248e-18       2.30920e-19
 105.3344430       2.18551e-18       1.95824e-18       2.27268e-19
 105.3890613       1.98903e-18       1.76536e-18       2.23674e-19
 105.4446330       1.40676e-18       1.18673e-18       2.20022e-19
 105.5002633       1.01735e-18       8.00982e-19       2.16370e-19
 105.5559524       1.01370e-18       8.00982e-19       2.12718e-19
 105.6117003       8.17169e-19       6.08108e-19       2.09060e-19
 105.6675071       1.19926e-18       9.93857e-19       2.05402e-19
 105.7233730       2.54572e-18       2.34398e-18       2.01744e-19
 105.7783954       9.09987e-18       8.90172e-18       1.98146e-19
 105.8343786       4.20778e-17       4.18833e-17       1.94488e-19
 105.8904210       5.96101e-17       5.94193e-17       1.90830e-19
 105.9465229       6.18878e-17       6.17006e-17       1.87172e-19
 106.0026842       5.96028e-17       5.94193e-17       1.83514e-19
 106.0589051       4.99680e-17       4.97882e-17       1.79856e-19
 106.1142774       7.34211e-18       7.16585e-18       1.76258e-19
 106.1706168       2.70945e-18       2.53685e-18       1.72604e-19
 106.2270160       2.89869e-18       2.72974e-18       1.68952e-19
 106.2834752       2.89504e-18       2.72974e-18       1.65300e-19
 106.3399944       2.69850e-18       2.53685e-18       1.61648e-19
 106.3965738       2.30910e-18       2.15111e-18       1.57996e-19
 106.4522993       3.76762e-19       2.22359e-19       1.54402e-19
 106.5089983       1.50750e-19       0.00000e+00       1.50750e-19
 106.5657577       1.47098e-19       0.00000e+00       1.47098e-19
 106.6225776       1.43446e-19       0.00000e+00       1.43446e-19
 106.6794582       1.69278e-19       2.94840e-20       1.39794e-19
 106.7363994       1.65624e-19       2.94840e-20       1.36140e-19
 106.7924816       1.62026e-19       2.94840e-20       1.32542e-19
 106.8495436       1.58368e-19       2.94840e-20       1.28884e-19
 106.9066667       1.25226e-19       0.00000e+00       1.25226e-19
 106.9638508       1.21568e-19       0.00000e+00       1.21568e-19
 107.0210962       1.17910e-19       0.00000e+00       1.17910e-19
 107.0784028       3.36612e-19       2.22359e-19       1.14252e-19
 107.1348451       1.40138e-19       2.94840e-20       1.10654e-19
 107.1922737       7.15104e-19       6.08108e-19       1.06996e-19
 107.2497638       1.86869e-18       1.76536e-18       1.03338e-19
 107.3073157       1.05444e-17       1.04447e-17       9.96800e-20
 107.3649294       4.58367e-17       4.57407e-17       9.60280e-20
