# [b'Cross sections for HNC\nHelgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-24\nPhotodissociation source: Aguado+ (2017)\nPhotoionization source: Gans+ (2019)\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
 107.4226049       4.69419e-17       4.68495e-17       9.23761e-20
 107.4794107       4.75004e-17       4.74116e-17       8.87820e-20
 107.5372094       4.64045e-17       4.63194e-17       8.51301e-20
 107.5950703       1.18763e-17       1.17948e-17       8.14781e-20
 107.6529934       2.80756e-18       2.72974e-18       7.78261e-20
 107.7109790       1.26091e-18       1.18673e-18       7.41740e-20
 107.7690270       6.78630e-19       6.08108e-19       7.05220e-20
 107.8261999       2.89287e-19       2.22359e-19       6.69280e-20
 107.8843723       6.32759e-20       0.00000e+00       6.32759e-20
 107.9426074       8.91059e-20       2.94840e-20       5.96219e-20
 108.0009055       5.59639e-20       0.00000e+00       5.59639e-20
 108.0592665       5.23060e-20       0.00000e+00       5.23060e-20
 108.1176907       4.86480e-20       0.00000e+00       4.86480e-20
 108.1752342       4.50500e-20       0.00000e+00       4.50500e-20
 108.2337839       4.13920e-20       0.00000e+00       4.13920e-20
 108.2923970       3.77339e-20       0.00000e+00       3.77339e-20
 108.3510736       3.40759e-20       0.00000e+00       3.40759e-20
 108.4098138       3.04179e-20       0.00000e+00       3.04179e-20
 108.4686178       2.67599e-20       0.00000e+00       2.67599e-20
 108.5274855       5.25879e-20       2.94840e-20       2.31039e-20
 108.5854662       4.89938e-20       2.94840e-20       1.95098e-20
 108.6444609       2.38217e-19       2.22359e-19       1.58579e-20
 108.7035198       2.34607e-19       2.22359e-19       1.22479e-20
 108.7626429       2.30949e-19       2.22359e-19       8.58987e-21
 108.8218303       3.44159e-20       2.94840e-20       4.93187e-21
 108.8810822       3.15015e-20       2.94840e-20       2.01747e-21
 108.9394414       1.02739e-21       0.00000e+00       1.02739e-21
 108.9988215       1.99940e-23       0.00000e+00       1.99940e-23
 109.0582663       0.00000e+00       0.00000e+00       0.00000e+00
 109.1177760       0.00000e+00       0.00000e+00       0.00000e+00
 109.1773507       0.00000e+00       0.00000e+00       0.00000e+00
 109.2369905       0.00000e+00       0.00000e+00       0.00000e+00
 109.2957320       0.00000e+00       0.00000e+00       0.00000e+00
 109.3555012       9.93857e-19       9.93857e-19       0.00000e+00
 109.4153358       9.93857e-19       9.93857e-19       0.00000e+00
 109.4752360       9.93857e-19       9.93857e-19       0.00000e+00
 109.5352017       9.93857e-19       9.93857e-19       0.00000e+00
 109.5952332       0.00000e+00       0.00000e+00       0.00000e+00
 109.6543607       0.00000e+00       0.00000e+00       0.00000e+00
 109.7145229       0.00000e+00       0.00000e+00       0.00000e+00
 109.7747512       0.00000e+00       0.00000e+00       0.00000e+00
 109.8350456       0.00000e+00       0.00000e+00       0.00000e+00
 109.8954063       0.00000e+00       0.00000e+00       0.00000e+00
 109.9558334       2.94840e-20       2.94840e-20       0.00000e+00
 110.0153507       2.94840e-20       2.94840e-20       0.00000e+00
 110.0759098       2.94840e-20       2.94840e-20       0.00000e+00
 110.1365356       0.00000e+00       0.00000e+00       0.00000e+00
 110.1972282       0.00000e+00       0.00000e+00       0.00000e+00
 110.2579877       0.00000e+00       0.00000e+00       0.00000e+00
 110.3188143       0.00000e+00       0.00000e+00       0.00000e+00
 110.3787254       0.00000e+00       0.00000e+00       0.00000e+00
 110.4396853       0.00000e+00       0.00000e+00       0.00000e+00
 110.5007125       0.00000e+00       0.00000e+00       0.00000e+00
 110.5618073       0.00000e+00       0.00000e+00       0.00000e+00
 110.6229697       0.00000e+00       0.00000e+00       0.00000e+00
 110.6841997       0.00000e+00       0.00000e+00       0.00000e+00
 110.7445084       2.94840e-20       2.94840e-20       0.00000e+00
 110.8058731       2.94840e-20       2.94840e-20       0.00000e+00
 110.8673059       2.94840e-20       2.94840e-20       0.00000e+00
 110.9288068       0.00000e+00       0.00000e+00       0.00000e+00
 110.9903760       2.94840e-20       2.94840e-20       0.00000e+00
 111.0520135       0.00000e+00       0.00000e+00       0.00000e+00
 111.1127238       4.15233e-19       4.15233e-19       0.00000e+00
 111.1744974       4.15233e-19       4.15233e-19       0.00000e+00
 111.2363397       4.15233e-19       4.15233e-19       0.00000e+00
 111.2982508       2.94840e-20       2.94840e-20       0.00000e+00
 111.3602309       2.94840e-20       2.94840e-20       0.00000e+00
 111.4222801       0.00000e+00       0.00000e+00       0.00000e+00
 111.4843984       0.00000e+00       0.00000e+00       0.00000e+00
 111.5455825       0.00000e+00       0.00000e+00       0.00000e+00
 111.6078384       0.00000e+00       0.00000e+00       0.00000e+00
 111.6701639       0.00000e+00       0.00000e+00       0.00000e+00
 111.7325590       0.00000e+00       0.00000e+00       0.00000e+00
 111.7950239       0.00000e+00       0.00000e+00       0.00000e+00
 111.8575587       0.00000e+00       0.00000e+00       0.00000e+00
 111.9191531       0.00000e+00       0.00000e+00       0.00000e+00
 111.9818269       1.37961e-18       1.37961e-18       0.00000e+00
 112.0445709       4.27273e-18       4.27273e-18       0.00000e+00
 112.1073852       4.27273e-18       4.27273e-18       0.00000e+00
 112.1702700       4.40626e-18       4.40626e-18       0.00000e+00
 112.2332254       4.07984e-18       4.07984e-18       0.00000e+00
 112.2952344       4.07984e-18       4.07984e-18       0.00000e+00
 112.3583302       1.76536e-18       1.76536e-18       0.00000e+00
 112.4214969       9.93857e-19       9.93857e-19       0.00000e+00
 112.4847347       8.00982e-19       8.00982e-19       0.00000e+00
 112.5480437       6.08108e-19       6.08108e-19       0.00000e+00
 112.6114240       8.00982e-19       8.00982e-19       0.00000e+00
 112.6738517       6.08108e-19       6.08108e-19       0.00000e+00
 112.7373738       8.00982e-19       8.00982e-19       0.00000e+00
 112.8009676       8.00982e-19       8.00982e-19       0.00000e+00
 112.8646331       6.08108e-19       6.08108e-19       0.00000e+00
 112.9283706       8.00982e-19       8.00982e-19       0.00000e+00
 112.9921800       6.08108e-19       6.08108e-19       0.00000e+00
 113.0550307       6.08108e-19       6.08108e-19       0.00000e+00
 113.1189835       2.22359e-19       2.22359e-19       0.00000e+00
 113.1830086       2.22359e-19       2.22359e-19       0.00000e+00
 113.2471063       2.94840e-20       2.94840e-20       0.00000e+00
 113.3112766       2.94840e-20       2.94840e-20       0.00000e+00
 113.3755196       2.94840e-20       2.94840e-20       0.00000e+00
 113.4387976       6.08108e-19       6.08108e-19       0.00000e+00
 113.5031854       4.07984e-18       4.07984e-18       0.00000e+00
 113.5676463       4.07984e-18       4.07984e-18       0.00000e+00
 113.6321805       4.07984e-18       4.07984e-18       0.00000e+00
 113.6967880       4.07984e-18       4.07984e-18       0.00000e+00
 113.7614691       1.18673e-18       1.18673e-18       0.00000e+00
 113.8251788       8.00982e-19       8.00982e-19       0.00000e+00
 113.8900060       8.00982e-19       8.00982e-19       0.00000e+00
 113.9549072       9.93857e-19       9.93857e-19       0.00000e+00
 114.0198824       8.00982e-19       8.00982e-19       0.00000e+00
 114.0849317       6.08108e-19       6.08108e-19       0.00000e+00
 114.1500552       6.08108e-19       6.08108e-19       0.00000e+00
 114.2142010       6.08108e-19       6.08108e-19       0.00000e+00
 114.2794723       4.15233e-19       4.15233e-19       0.00000e+00
 114.3448182       2.94840e-20       2.94840e-20       0.00000e+00
 114.4102389       2.94840e-20       2.94840e-20       0.00000e+00
 114.4757345       2.94840e-20       2.94840e-20       0.00000e+00
 114.5413051       2.94840e-20       2.94840e-20       0.00000e+00
 114.6058915       2.94840e-20       2.94840e-20       0.00000e+00
 114.6716113       2.94840e-20       2.94840e-20       0.00000e+00
 114.7374066       2.94840e-20       2.94840e-20       0.00000e+00
 114.8032774       2.94840e-20       2.94840e-20       0.00000e+00
 114.8692239       8.00982e-19       8.00982e-19       0.00000e+00
 114.9352462       1.37961e-18       1.37961e-18       0.00000e+00
 115.0013445       1.37961e-18       1.37961e-18       0.00000e+00
 115.0664509       1.37961e-18       1.37961e-18       0.00000e+00
 115.1327001       8.00982e-19       8.00982e-19       0.00000e+00
 115.1990257       2.94840e-20       2.94840e-20       0.00000e+00
 115.2654278       2.94840e-20       2.94840e-20       0.00000e+00
 115.3319065       2.94840e-20       2.94840e-20       0.00000e+00
 115.3984619       4.15233e-19       4.15233e-19       0.00000e+00
 115.4640188       2.72974e-18       2.72974e-18       0.00000e+00
 115.5307268       2.72974e-18       2.72974e-18       0.00000e+00
 115.5975119       2.34398e-18       2.34398e-18       0.00000e+00
 115.6643743       2.53685e-18       2.53685e-18       0.00000e+00
 115.7313141       6.08108e-19       6.08108e-19       0.00000e+00
 115.7983314       2.22359e-19       2.22359e-19       0.00000e+00
 115.8643436       1.18673e-18       1.18673e-18       0.00000e+00
 115.9315151       4.07984e-18       4.07984e-18       0.00000e+00
 115.9987645       2.54889e-17       2.54889e-17       0.00000e+00
 116.0660920       2.62604e-17       2.62604e-17       0.00000e+00
 116.1334977       2.83820e-17       2.83820e-17       0.00000e+00
 116.2009817       3.16609e-17       3.16609e-17       0.00000e+00
 116.2674539       2.39459e-17       2.39459e-17       0.00000e+00
 116.3350938       2.25958e-17       2.25958e-17       0.00000e+00
 116.4028124       2.14385e-17       2.14385e-17       0.00000e+00
 116.4706098       3.50123e-18       3.50123e-18       0.00000e+00
 116.5384863       1.37961e-18       1.37961e-18       0.00000e+00
 116.6064420       6.08108e-19       6.08108e-19       0.00000e+00
 116.6733790       6.08108e-19       6.08108e-19       0.00000e+00
 116.7414921       4.15233e-19       4.15233e-19       0.00000e+00
 116.8096848       1.95824e-18       1.95824e-18       0.00000e+00
 116.8779572       2.15111e-18       2.15111e-18       0.00000e+00
 116.9463095       1.95824e-18       1.95824e-18       0.00000e+00
 117.0147417       1.95824e-18       1.95824e-18       0.00000e+00
 117.0821485       2.15111e-18       2.15111e-18       0.00000e+00
 117.1507398       2.34398e-18       2.34398e-18       0.00000e+00
 117.2194116       7.52267e-18       7.52267e-18       0.00000e+00
 117.2881640       7.35872e-18       7.35872e-18       0.00000e+00
 117.3569970       6.97297e-18       6.97297e-18       0.00000e+00
 117.4259109       6.97297e-18       6.97297e-18       0.00000e+00
 117.4937923       6.08108e-19       6.08108e-19       0.00000e+00
 117.5628669       2.94840e-20       2.94840e-20       0.00000e+00
 117.6320229       2.34398e-18       2.34398e-18       0.00000e+00
 117.7012602       2.53685e-18       2.53685e-18       0.00000e+00
 117.7705791       2.53685e-18       2.53685e-18       0.00000e+00
 117.8399797       2.53685e-18       2.53685e-18       0.00000e+00
 117.9083408       2.72974e-18       2.72974e-18       0.00000e+00
 117.9779039       2.72974e-18       2.72974e-18       0.00000e+00
 118.0475492       2.72974e-18       2.72974e-18       0.00000e+00
 118.1172767       2.72974e-18       2.72974e-18       0.00000e+00
 118.1870866       2.72974e-18       2.72974e-18       0.00000e+00
 118.2569791       4.65847e-18       4.65847e-18       0.00000e+00
 118.3269543       4.97714e-18       4.97714e-18       0.00000e+00
 118.3958818       4.75492e-18       4.75492e-18       0.00000e+00
 118.4660215       4.07984e-18       4.07984e-18       0.00000e+00
 118.5362444       4.07984e-18       4.07984e-18       0.00000e+00
 118.6065506       1.95824e-18       1.95824e-18       0.00000e+00
 118.6769402       2.22359e-19       2.22359e-19       0.00000e+00
 118.7474135       2.22359e-19       2.22359e-19       0.00000e+00
 118.8168318       4.15233e-19       4.15233e-19       0.00000e+00
 118.8874713       9.93857e-19       9.93857e-19       0.00000e+00
 118.9581949       4.65847e-18       4.65847e-18       0.00000e+00
 119.0290027       4.85136e-18       4.85136e-18       0.00000e+00
 119.0998948       4.85136e-18       4.85136e-18       0.00000e+00
 119.1708714       4.85136e-18       4.85136e-18       0.00000e+00
 119.2407858       3.11548e-18       3.11548e-18       0.00000e+00
 119.3119305       3.11548e-18       3.11548e-18       0.00000e+00
 119.3831601       3.11548e-18       3.11548e-18       0.00000e+00
 119.4544749       2.92261e-18       2.92261e-18       0.00000e+00
 119.5258749       2.72974e-18       2.72974e-18       0.00000e+00
 119.5973602       1.33378e-17       1.33378e-17       0.00000e+00
 119.6677761       1.33378e-17       1.33378e-17       0.00000e+00
 119.7394314       1.39165e-17       1.39165e-17       0.00000e+00
 119.8111726       1.37236e-17       1.37236e-17       0.00000e+00
 119.8829997       4.85136e-18       4.85136e-18       0.00000e+00
 119.9549130       2.15111e-18       2.15111e-18       0.00000e+00
 120.0269127       1.95824e-18       1.95824e-18       0.00000e+00
 120.0978355       1.95824e-18       1.95824e-18       0.00000e+00
 120.1700069       2.53685e-18       2.53685e-18       0.00000e+00
 120.2422650       4.46560e-18       4.46560e-18       0.00000e+00
 120.3146102       7.55159e-18       7.55159e-18       0.00000e+00
 120.3870424       7.93735e-18       7.93735e-18       0.00000e+00
 120.4595619       9.67322e-18       9.67322e-18       0.00000e+00
 120.5309970       1.31450e-17       1.31450e-17       0.00000e+00
 120.6036901       4.70909e-17       4.70909e-17       0.00000e+00
 120.6764709       6.88858e-17       6.88858e-17       0.00000e+00
 120.7493396       7.12003e-17       7.12003e-17       0.00000e+00
 120.9672945       1.70724e-16       1.70724e-16       0.00000e+00
 121.0405150       1.76896e-16       1.76896e-16       0.00000e+00
 121.3342854       3.72542e-17       3.72542e-17       0.00000e+00
 121.4067620       1.25663e-17       1.25663e-17       0.00000e+00
 121.4805157       9.48035e-18       9.48035e-18       0.00000e+00
 121.5543589       9.48035e-18       9.48035e-18       0.00000e+00
 121.6282920       6.78010e-18       6.78010e-18       0.00000e+00
 121.7023151       6.97297e-18       6.97297e-18       0.00000e+00
 121.7764284       7.55159e-18       7.55159e-18       0.00000e+00
 121.8506319       7.55159e-18       7.55159e-18       0.00000e+00
 121.9237270       2.33672e-17       2.33672e-17       0.00000e+00
 121.9981102       3.20467e-17       3.20467e-17       0.00000e+00
 122.0725843       3.16609e-17       3.16609e-17       0.00000e+00
 122.1471493       3.05037e-17       3.05037e-17       0.00000e+00
 122.2218055       2.45246e-17       2.45246e-17       0.00000e+00
 122.2965530       4.07984e-18       4.07984e-18       0.00000e+00
 122.3701841       1.95824e-18       1.95824e-18       0.00000e+00
 122.4451133       1.57248e-18       1.57248e-18       0.00000e+00
 122.5201343       1.37961e-18       1.37961e-18       0.00000e+00
 122.5952472       1.57248e-18       1.57248e-18       0.00000e+00
 122.6704523       3.50123e-18       3.50123e-18       0.00000e+00
 122.7457498       4.27273e-18       4.27273e-18       0.00000e+00
 122.8199230       9.86609e-18       9.86609e-18       0.00000e+00
 122.8954041       4.59337e-17       4.59337e-17       0.00000e+00
 122.9709780       1.14983e-16       1.14983e-16       0.00000e+00
 123.0466450       1.16912e-16       1.16912e-16       0.00000e+00
 123.1224051       1.20190e-16       1.20190e-16       0.00000e+00
 123.1982585       9.89743e-17       9.89743e-17       0.00000e+00
 123.2729798       1.66167e-17       1.66167e-17       0.00000e+00
 123.3490190       1.70317e-17       1.70317e-17       0.00000e+00
 123.4251520       1.64238e-17       1.64238e-17       0.00000e+00
 123.5013791       1.64238e-17       1.64238e-17       0.00000e+00
 123.5777004       1.52666e-17       1.52666e-17       0.00000e+00
 123.6541161       5.62286e-18       5.62286e-18       0.00000e+00
 123.7293915       5.04423e-18       5.04423e-18       0.00000e+00
 123.8059950       2.31745e-17       2.31745e-17       0.00000e+00
 123.8826933       5.46131e-17       5.46131e-17       0.00000e+00
 123.9594868       5.44201e-17       5.44201e-17       0.00000e+00
 124.0361273       5.53846e-17       5.53846e-17       0.00000e+00
 124.1128627       5.03698e-17       5.03698e-17       0.00000e+00
 124.1898174       8.90172e-18       8.90172e-18       0.00000e+00
 124.2667431       6.78010e-18       6.78010e-18       0.00000e+00
 124.3437642       5.04423e-18       5.04423e-18       0.00000e+00
 124.4210056       5.04423e-18       5.04423e-18       0.00000e+00
 124.4982181       4.85136e-18       4.85136e-18       0.00000e+00
 124.5755264       4.07984e-18       4.07984e-18       0.00000e+00
 124.6530562       3.88697e-18       3.88697e-18       0.00000e+00
 124.7305570       4.07984e-18       4.07984e-18       0.00000e+00
 124.8081543       4.85136e-18       4.85136e-18       0.00000e+00
 124.8859739       5.81573e-18       5.81573e-18       0.00000e+00
 124.9637647       7.93735e-18       7.93735e-18       0.00000e+00
 125.0417786       1.43022e-17       1.43022e-17       0.00000e+00
 125.1197637       6.36781e-17       6.36781e-17       0.00000e+00
 125.1978462       6.96573e-17       6.96573e-17       0.00000e+00
 125.4328062       1.73424e-16       1.73424e-16       0.00000e+00
 125.6686498       5.03698e-17       5.03698e-17       0.00000e+00
 125.7475465       2.16315e-17       2.16315e-17       0.00000e+00
 125.8264147       2.08600e-17       2.08600e-17       0.00000e+00
 125.9055098       1.06376e-17       1.06376e-17       0.00000e+00
 125.9845763       5.04423e-18       5.04423e-18       0.00000e+00
 126.0637422       3.11548e-18       3.11548e-18       0.00000e+00
 126.1431360       2.92261e-18       2.92261e-18       0.00000e+00
 126.2225013       3.50123e-18       3.50123e-18       0.00000e+00
 126.3019666       3.50123e-18       3.50123e-18       0.00000e+00
 126.3816608       3.50123e-18       3.50123e-18       0.00000e+00
 126.4613267       3.50123e-18       3.50123e-18       0.00000e+00
 126.5412222       1.76536e-18       1.76536e-18       0.00000e+00
 126.6210895       3.11548e-18       3.11548e-18       0.00000e+00
 126.7010576       4.27273e-18       4.27273e-18       0.00000e+00
 126.7812564       4.46560e-18       4.46560e-18       0.00000e+00
 126.8614270       4.85136e-18       4.85136e-18       0.00000e+00
 126.9416991       6.78010e-18       6.78010e-18       0.00000e+00
 127.0222029       2.62604e-17       2.62604e-17       0.00000e+00
 127.1026786       3.66757e-17       3.66757e-17       0.00000e+00
 127.1832564       3.74472e-17       3.74472e-17       0.00000e+00
 127.2640670       3.66757e-17       3.66757e-17       0.00000e+00
 127.3448496       1.68096e-17       1.68096e-17       0.00000e+00
 127.4258658       4.27273e-18       4.27273e-18       0.00000e+00
 127.5068540       2.53685e-18       2.53685e-18       0.00000e+00
 127.5879452       1.37961e-18       1.37961e-18       0.00000e+00
 127.6692710       1.18673e-18       1.18673e-18       0.00000e+00
 127.7505690       1.37961e-18       1.37961e-18       0.00000e+00
 127.8319706       1.57248e-18       1.57248e-18       0.00000e+00
 127.9136080       1.57248e-18       1.57248e-18       0.00000e+00
 127.9952175       1.37961e-18       1.37961e-18       0.00000e+00
 128.0769313       3.50123e-18       3.50123e-18       0.00000e+00
 128.1588819       5.81573e-18       5.81573e-18       0.00000e+00
 128.2408048       5.78912e-18       5.78912e-18       0.00000e+00
 128.3229654       5.62286e-18       5.62286e-18       0.00000e+00
 128.4050983       5.62286e-18       5.62286e-18       0.00000e+00
 128.4873364       1.18673e-18       1.18673e-18       0.00000e+00
 128.5698133       8.00982e-19       8.00982e-19       0.00000e+00
 128.6522626       1.18673e-18       1.18673e-18       0.00000e+00
 128.7348177       9.93857e-19       9.93857e-19       0.00000e+00
 128.8176127       1.18673e-18       1.18673e-18       0.00000e+00
 128.9003802       1.18673e-18       1.18673e-18       0.00000e+00
 128.9833883       9.93857e-19       9.93857e-19       0.00000e+00
 129.0663691       9.93857e-19       9.93857e-19       0.00000e+00
 129.1494567       1.76536e-18       1.76536e-18       0.00000e+00
 129.2327860       2.34398e-18       2.34398e-18       0.00000e+00
 129.3160881       2.53685e-18       2.53685e-18       0.00000e+00
 129.3994976       2.92261e-18       2.92261e-18       0.00000e+00
 129.4831501       4.07984e-18       4.07984e-18       0.00000e+00
 129.5667753       8.13022e-18       8.13022e-18       0.00000e+00
 129.6505087       7.74446e-18       7.74446e-18       0.00000e+00
 129.7344861       7.74446e-18       7.74446e-18       0.00000e+00
 129.8184364       7.74446e-18       7.74446e-18       0.00000e+00
 129.9026315       4.07984e-18       4.07984e-18       0.00000e+00
 129.9867997       3.50123e-18       3.50123e-18       0.00000e+00
 130.0710769       9.67322e-18       9.67322e-18       0.00000e+00
 130.1556002       1.25663e-17       1.25663e-17       0.00000e+00
 130.2400966       1.27592e-17       1.27592e-17       0.00000e+00
 130.3247028       1.25663e-17       1.25663e-17       0.00000e+00
 130.4095561       1.19877e-17       1.19877e-17       0.00000e+00
 130.4943826       3.11548e-18       3.11548e-18       0.00000e+00
 130.5793196       3.11548e-18       3.11548e-18       0.00000e+00
 130.6645049       3.50123e-18       3.50123e-18       0.00000e+00
 130.7496636       3.50123e-18       3.50123e-18       0.00000e+00
 130.8350713       3.30835e-18       3.30835e-18       0.00000e+00
 130.9204525       3.11548e-18       3.11548e-18       0.00000e+00
 131.0059452       3.50123e-18       3.50123e-18       0.00000e+00
 131.0916883       3.50123e-18       3.50123e-18       0.00000e+00
 131.1774048       3.86429e-18       3.86429e-18       0.00000e+00
 131.2632336       4.51012e-18       4.51012e-18       0.00000e+00
 131.3493138       3.30835e-18       3.30835e-18       0.00000e+00
 131.4353677       3.11548e-18       3.11548e-18       0.00000e+00
 131.5216740       3.11548e-18       3.11548e-18       0.00000e+00
 131.6079540       1.37961e-18       1.37961e-18       0.00000e+00
 131.6943472       1.57248e-18       1.57248e-18       0.00000e+00
 131.7809940       3.50123e-18       3.50123e-18       0.00000e+00
 131.8676147       8.13022e-18       8.13022e-18       0.00000e+00
 131.9543493       8.70885e-18       8.70885e-18       0.00000e+00
 132.0413387       9.09459e-18       9.09459e-18       0.00000e+00
 132.1283021       8.70885e-18       8.70885e-18       0.00000e+00
 132.2153800       6.97297e-18       6.97297e-18       0.00000e+00
 132.3027141       3.11548e-18       3.11548e-18       0.00000e+00
 132.3900222       2.34398e-18       2.34398e-18       0.00000e+00
 132.4775871       3.69410e-18       3.69410e-18       0.00000e+00
 132.5651263       5.81573e-18       5.81573e-18       0.00000e+00
 132.6527812       6.20147e-18       6.20147e-18       0.00000e+00
 132.7406942       6.97297e-18       6.97297e-18       0.00000e+00
 132.8285815       1.93169e-17       1.93169e-17       0.00000e+00
 132.9165852       1.93169e-17       1.93169e-17       0.00000e+00
 133.0048484       1.93169e-17       1.93169e-17       0.00000e+00
 133.0930859       1.83526e-17       1.83526e-17       0.00000e+00
 133.1814407       1.08305e-17       1.08305e-17       0.00000e+00
 133.2700560       3.69410e-18       3.69410e-18       0.00000e+00
 133.3586459       2.72974e-18       2.72974e-18       0.00000e+00
 133.4474974       7.35872e-18       7.35872e-18       0.00000e+00
 133.5363234       1.29521e-17       1.29521e-17       0.00000e+00
 133.6252678       1.35307e-17       1.35307e-17       0.00000e+00
 133.7144750       1.35307e-17       1.35307e-17       0.00000e+00
 133.8036569       1.31450e-17       1.31450e-17       0.00000e+00
 133.8929579       7.16585e-18       7.16585e-18       0.00000e+00
 133.9825229       4.46560e-18       4.46560e-18       0.00000e+00
 134.0720629       5.04423e-18       5.04423e-18       0.00000e+00
 134.1618678       6.20147e-18       6.20147e-18       0.00000e+00
 134.2516478       1.08305e-17       1.08305e-17       0.00000e+00
 134.3415479       1.00590e-17       1.00590e-17       0.00000e+00
 134.4317144       1.00590e-17       1.00590e-17       0.00000e+00
 134.5218559       9.28748e-18       9.28748e-18       0.00000e+00
 134.6121185       3.30835e-18       3.30835e-18       0.00000e+00
 134.7026486       2.92261e-18       2.92261e-18       0.00000e+00
 134.7931540       3.88697e-18       3.88697e-18       0.00000e+00
 134.8837811       5.42997e-18       5.42997e-18       0.00000e+00
 134.9746771       6.00860e-18       6.00860e-18       0.00000e+00
 135.0655485       8.32309e-18       8.32309e-18       0.00000e+00
 135.1566897       8.32309e-18       8.32309e-18       0.00000e+00
 135.2478065       7.74446e-18       7.74446e-18       0.00000e+00
 135.3390462       7.74446e-18       7.74446e-18       0.00000e+00
 135.4305570       3.50123e-18       3.50123e-18       0.00000e+00
 135.5220436       4.46560e-18       4.46560e-18       0.00000e+00
 135.6136538       7.55159e-18       7.55159e-18       0.00000e+00
 135.7055365       2.54178e-17       2.54178e-17       0.00000e+00
 135.7973950       3.39754e-17       3.39754e-17       0.00000e+00
 135.8893780       3.55185e-17       3.55185e-17       0.00000e+00
 135.9816348       3.53255e-17       3.53255e-17       0.00000e+00
 136.0738676       2.56819e-17       2.56819e-17       0.00000e+00
 136.1663752       1.29521e-17       1.29521e-17       0.00000e+00
 136.2588589       6.78010e-18       6.78010e-18       0.00000e+00
 136.3514683       7.55159e-18       7.55159e-18       0.00000e+00
 136.4443539       1.54595e-17       1.54595e-17       0.00000e+00
 136.5372157       3.57113e-17       3.57113e-17       0.00000e+00
 136.6302040       3.59042e-17       3.59042e-17       0.00000e+00
 136.7234698       3.47468e-17       3.47468e-17       0.00000e+00
 136.8167120       2.83820e-17       2.83820e-17       0.00000e+00
 136.9102328       8.70885e-18       8.70885e-18       0.00000e+00
 137.0037300       1.35307e-17       1.35307e-17       0.00000e+00
 137.0973550       1.37236e-17       1.37236e-17       0.00000e+00
 137.1912599       1.35307e-17       1.35307e-17       0.00000e+00
 137.2851415       1.35307e-17       1.35307e-17       0.00000e+00
 137.3791517       7.93735e-18       7.93735e-18       0.00000e+00
 137.4734432       9.67322e-18       9.67322e-18       0.00000e+00
 137.5677115       1.16020e-17       1.16020e-17       0.00000e+00
 137.6621092       1.12162e-17       1.12162e-17       0.00000e+00
 137.7567897       1.06376e-17       1.06376e-17       0.00000e+00
 137.8514471       7.93735e-18       7.93735e-18       0.00000e+00
 137.9463882       8.13022e-18       8.13022e-18       0.00000e+00
 138.0413065       1.14091e-17       1.14091e-17       0.00000e+00
 138.1363556       2.64533e-17       2.64533e-17       0.00000e+00
 138.2316897       6.67642e-17       6.67642e-17       0.00000e+00
 138.3270011       6.86929e-17       6.86929e-17       0.00000e+00
 138.4224441       6.67642e-17       6.67642e-17       0.00000e+00
 138.5181737       6.56069e-17       6.56069e-17       0.00000e+00
 138.6138807       1.35307e-17       1.35307e-17       0.00000e+00
 138.7097201       8.90172e-18       8.90172e-18       0.00000e+00
 138.8058476       1.02518e-17       1.02518e-17       0.00000e+00
 138.9019527       1.02518e-17       1.02518e-17       0.00000e+00
 138.9983469       1.04447e-17       1.04447e-17       0.00000e+00
 139.0947189       1.16020e-17       1.16020e-17       0.00000e+00
 139.1912246       9.09459e-18       9.09459e-18       0.00000e+00
 139.2880208       1.14091e-17       1.14091e-17       0.00000e+00
 139.3847950       1.35307e-17       1.35307e-17       0.00000e+00
 139.4817038       1.41093e-17       1.41093e-17       0.00000e+00
 139.5789046       2.00885e-17       2.00885e-17       0.00000e+00
 139.6760836       2.18243e-17       2.18243e-17       0.00000e+00
 139.7735556       2.02813e-17       2.02813e-17       0.00000e+00
 139.8710059       1.89311e-17       1.89311e-17       0.00000e+00
 139.9685922       1.29521e-17       1.29521e-17       0.00000e+00
 140.0664730       1.08305e-17       1.08305e-17       0.00000e+00
 140.1643323       9.09459e-18       9.09459e-18       0.00000e+00
 140.2623285       7.74446e-18       7.74446e-18       0.00000e+00
 140.3606207       6.97297e-18       6.97297e-18       0.00000e+00
 140.4588916       7.16585e-18       7.16585e-18       0.00000e+00
 140.5573002       7.93735e-18       7.93735e-18       0.00000e+00
 140.6560064       9.09459e-18       9.09459e-18       0.00000e+00
 140.7546915       9.86609e-18       9.86609e-18       0.00000e+00
 140.8536753       1.10233e-17       1.10233e-17       0.00000e+00
 140.9526380       1.29521e-17       1.29521e-17       0.00000e+00
 141.0517400       3.49398e-17       3.49398e-17       0.00000e+00
 141.1511421       4.38120e-17       4.38120e-17       0.00000e+00
 141.2505235       4.40050e-17       4.40050e-17       0.00000e+00
 141.3500449       5.19127e-17       5.19127e-17       0.00000e+00
 141.4498680       3.01180e-17       3.01180e-17       0.00000e+00
 141.5496706       2.12458e-17       2.12458e-17       0.00000e+00
 141.6496142       1.97026e-17       1.97026e-17       0.00000e+00
 141.7498611       1.12162e-17       1.12162e-17       0.00000e+00
 141.8500876       7.93735e-18       7.93735e-18       0.00000e+00
